Vv_m2,2000,1000,VIT_14s0060g01090
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
101,VIT_17s0000g02650,1361,0.6569,Myb domain protein 7,MYB7_2,MYBC2-L4,vv60044MYB,
102,VIT_01s0010g03710,1352,0.6535,Squamosa promoter-binding protein 2 (SPL2),SPL2_1,,vv60055SBP,
103,VIT_15s0021g02410,1355,0.6508,Malate dehydrogenase  cytosolic,E1_1_1_37,,vv10020Citrate_cycle,vv10620Pyruvate_metabolism
104,VIT_00s0225g00070,1327,0.6439,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
105,VIT_00s0194g00210<br>VIT_00s0194g00250,1333,0.6433,
106,VIT_11s0016g00290,1325,0.6413,Pectinesterase PME3,E3_1_1_11,,vv40006Cell_wall,
107,VIT_12s0034g02570,1322,0.6386,Leucine Rich Repeat receptor-like kinase,,,,
108,VIT_16s0022g00370,1319,0.6384,GDP-mannose transporter (GONST1),GONST1,,vv50122Porters_cat_7_to_17,
109,VIT_01s0182g00130,1304,0.6336,PHO1-like protein,PHO1,,vv50125Porters_cat_66_to_94,
110,VIT_06s0004g05790,1298,0.6298,Unknown protein,,,,
111,VIT_04s0008g02520,1295,0.6280,ATP binding protein,,,,
112,VIT_06s0004g02640,1300,0.6277,Receptor protein kinase PERK1,,,,
113,VIT_03s0038g02290,1300,0.6277,Amino acid permease 3,AAP3,,vv50123Porters_cat_18_to_29,
114,VIT_12s0034g00250,1302,0.6257,Aquaporin PIP1A,PIP1A,,vv50101Channels_and_pores,
115,VIT_02s0025g01730,1276,0.6212,3-oxoacyl-[acyl-carrier-protein] synthase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
116,VIT_03s0038g01410,1257,0.6093,Aquaporin PIP PIP1A,PIP1A,,vv50101Channels_and_pores,
117,VIT_04s0079g00160,1249,0.6051,Auxin response factor 8,ARF8_1,,vv30003Auxin_signaling,vv60004ARF
118,VIT_14s0060g00680,1251,0.6043,Lipase GDSL,,,,
119,VIT_19s0090g01460,1247,0.6021,SWIB complex BAF60b domain-containing protein,SWIB_12,,vv60092SWIB,
120,VIT_17s0000g01260,1240,0.6008,Squamosa promoter-binding protein 13 (SPL13),SPL13_1,,vv60055SBP,
121,VIT_11s0065g00130,1233,0.5991,Taxane 10-beta-hydroxylase,E1_14_13_76,,vv10904Diterpenoid_biosynthesis,
122,VIT_18s0001g09920,1216,0.5889,Cyclin delta-3 (CYCD3_1),CYCD3,,vv30007Cytokinin_signaling,vv44110Cell_cycle
123,VIT_07s0005g01670,1195,0.5801,No hit,,,,
124,VIT_16s0022g02330,1199,0.5781,MADS-box agamous-like 6,AGL6_2,,vv60042MADS,
125,VIT_12s0059g00230,1187,0.5765,Epoxide hydrolase 2,E3_3_2_10,,,
126,VIT_08s0040g02250,1186,0.5754,No hit,,,,
127,VIT_17s0000g00130,1198,0.5751,SEC14 cytosolic factor,SEC14,,vv50122Porters_cat_7_to_17,
128,VIT_05s0102g00370,1183,0.5746,Receptor protein kinase (ACR4),,,,
129,VIT_01s0011g00100,1191,0.5740,MADS-box APETALA 1,APETALA1_2,,vv30009Flower_development,vv60042MADS
130,VIT_14s0060g02690,1179,0.5715,Germin-like protein 3 [Vitis vinifera],,,,
131,VIT_03s0038g01830,1180,0.5698,Proline-rich protein 4,,,,
132,VIT_00s0411g00030<br>VIT_00s0256g00030<br>VIT_00s0256g00110<br>VIT_00s1321g00010<br>VIT_00s0256g00050<br>VIT_00s0256g00040<br>VIT_00s0411g00020,1176,0.5659,
133,VIT_05s0094g00470,1150,0.5583,Zinc finger (C3HC4-type ring finger),ZFC3HC4_201,,vv60078Other_zf-C3HC4,
134,VIT_11s0052g00800,1136,0.5485,Protein kinase family,,,,
135,VIT_12s0035g00880,1125,0.5435,Lactoylglutathione lyase,E4_4_1_5,,vv10620Pyruvate_metabolism,
136,VIT_19s0090g00800,1116,0.5410,F-box protein,,,,
137,VIT_08s0040g01070,1113,0.5387,Serine carboxypeptidase S10,,,,
138,VIT_08s0007g02000,1112,0.5382,Glycerol-3-phosphate acyltransferase 8,E2_3_1_15,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
139,VIT_10s0003g05420,1096,0.5318,S-2-hydroxy-acid oxidase  peroxisomal,E1_1_3_15,,vv10630Glyoxylate_and_dicarboxylate_metabolism,
140,VIT_14s0066g02270,1087,0.5272,Endonuclease/exonuclease/phosphatase family protein,E3_1_30_x,,,
141,VIT_06s0004g00220,1097,0.5272,Protein kinase APK1B,,,,
142,VIT_00s0820g00020,1086,0.5262,Anthocyanidine rhamnosyl-transferase,RHATR,,vv10942Anthocyanin_biosynthesis,
143,VIT_01s0011g02780,1082,0.5250,Unknown protein,,,,
144,VIT_03s0180g00320,1082,0.5227,Indole-3-acetate beta-glucosyltransferase,E2_4_1_121,,vv11002Auxin_biosynthesis,
145,VIT_08s0007g02920,1082,0.5217,ATAN11 (ANTHOCYANIN11),,,,
146,VIT_13s0067g01180,1079,0.5210,Leaf senescence related,,,,
147,VIT_14s0068g00260,1076,0.5193,Serine carboxypeptidase S10,,,,
148,VIT_08s0040g03400,1072,0.5189,Short-chain dehydrogenase/reductase,,,,
149,VIT_04s0069g01120,1064,0.5173,Acyl-activating enzyme 7,E6_2_1_3,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
150,VIT_18s0001g09720,1062,0.5123,S-domain receptor kinase,,,,
151,VIT_07s0129g00370,1062,0.5121,Unknown protein,,,,
152,VIT_19s0014g02670,1062,0.5113,Protein kinase CRK1 CRK1 protein(Cdc2-related kinase 1),,,,
153,VIT_01s0011g00080,1048,0.5097,Universal stress protein (USP) family protein,,,,
154,VIT_02s0012g01660,1032,0.5007,ATPase PGP2 (P-glycoprotein 2),PGP2,,vv52010ABC_transporters,
155,VIT_13s0067g02340,1026,0.4952,Proton-dependent oligopeptide transport (POT) family protein,POT,,vv50122Porters_cat_7_to_17,
156,VIT_13s0067g00730,1025,0.4937,Carboxylic ester hydrolase,E3_1_1_1,,,
157,VIT_00s0218g00100,1025,0.4930,Metal transporter Nramp6,NRAMP6,,vv50124Porters_cat_30_to_64,
158,VIT_02s0025g04430,1015,0.4922,Sugar transporter 1,STP1,,vv50121Porters_cat_1_to_6,
159,VIT_06s0004g03020,1017,0.4920,Beta-galactosidase,E3_2_1_23,,vv10052Galactose_metabolism,vv10511N-Glycan_degradation
160,VIT_11s0037g00230,1011,0.4896,Cyclic nucleotide gated channel 5,K05391_CNGC5,,vv34626Plant-pathogen_interaction,vv50101Channels_and_pores
161,VIT_14s0081g00120,1008,0.4891,fertility restorer,,,,
162,VIT_05s0062g01130,1014,0.4889,Aromatic and neutral transporter 1,ANT1,,vv50123Porters_cat_18_to_29,
163,VIT_11s0016g00590,1008,0.4877,Invertase/pectin methylesterase inhibitor,PMEI,,vv40006Cell_wall,
164,VIT_13s0074g00450,1001,0.4871,DEMETER protein (DME),,,,
165,VIT_15s0045g00300,1004,0.4857,Ankyrin repeat,,,,
166,VIT_02s0025g04550,1003,0.4824,Glucose-methanol-choline (GMC) oxidoreductase,E1_1_99_1,,vv10260Glycine_serine_and_threonine_metabolism,
167,VIT_08s0007g03920,995,0.4802,DEMETER protein (DME),,,,
168,VIT_19s0090g00710,994,0.4802,No hit,,,,
169,VIT_04s0079g00200,989,0.4799,Auxin response factor 8,ARF8_2,,vv30003Auxin_signaling,vv60004ARF
170,VIT_18s0001g05480,993,0.4788,Unknown protein,,,,
171,VIT_05s0049g00010,994,0.4786,Cellulose synthase CSLG2,E2_4_1_12_CSLG2,,vv40006Cell_wall,
172,VIT_08s0056g00240,987,0.4773,Unknown protein,,,,
173,VIT_18s0041g01520,979,0.4759,TIR-NBS-LRR-TIR disease resistance protein,,,,
174,VIT_13s0067g02910,967,0.4681,Non-specific lipid-transfer protein,,,,
175,VIT_17s0053g00590,973,0.4673,Kinase interacting protein,,,,
176,VIT_13s0047g00360,953,0.4615,6-hydroxyisobutyryl-coenzyme A hydrolase,E3_1_2_4,,vv10280Valine_leucine_and_isoleucine_degradation,vv10410Beta-alanine_metabolism
177,VIT_13s0106g00060,933,0.4542,Ankyrin repeat,,,,
178,VIT_12s0057g00930,942,0.4540,Hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyltransferase,E2_3_1_133,,vv10940Phenylpropanoid_biosynthesis,
179,VIT_11s0016g04160,943,0.4529,Sulfate transporter 3.5,SULTR3_5,,vv50124Porters_cat_30_to_64,
180,VIT_13s0067g01570<br>VIT_13s0067g01640,933,0.4516,
181,VIT_00s0218g00220,932,0.4511,UDP-glucoronosyl/UDP-glucosyl transferase,,,,
182,VIT_01s0011g04740,927,0.4493,LPR1 (Low Phosphate Root1) multicopper oxidase,,,,
183,VIT_08s0007g03710,931,0.4491,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
184,VIT_02s0025g04620,923,0.4489,Phospholipase D beta 1,PLDB1,,vv10564Glycerophospholipid_metabolism,vv10565Ether_lipid_metabolism
185,VIT_19s0014g02360,916,0.4442,Phytosulfokine receptor precursor,,,,
186,VIT_06s0004g06240,909,0.4419,Zinc finger (C2H2 type) family,C2H2FAM_31,,vv60017C2H2,
187,VIT_00s0194g00340,909,0.4413,No hit,,,,
188,VIT_19s0014g04900,909,0.4406,(-)-germacrene D synthase,E4_2_3_22,,vv10900Terpenoid_biosynthesis,
189,VIT_15s0021g00450,912,0.4404,Unknown protein,,,,
190,VIT_06s0061g00700,906,0.4400,Auxin-regulated protein,AUXREG,,vv30003Auxin_signaling,
191,VIT_18s0001g09730,911,0.4395,S-domain receptor kinase,,,,
192,VIT_05s0094g00230,909,0.4383,Chitinase 5,E3_2_1_14,,vv10530Aminosugars_metabolism,
193,VIT_12s0059g01870,909,0.4374,GH3-like protein,AUXINBIOSYNTHESIS_GH3,,vv11002Auxin_biosynthesis,
194,VIT_09s0002g02330,901,0.4370,Nucleosome/chromatin assembly factor group A,,,,
195,VIT_06s0004g07100,887,0.4327,Translation initiation factor eIF-2 alpha subunit,K03237,,vv23013RNA_transport,
196,VIT_06s0004g06070,892,0.4311,Unknown protein,,,,
197,VIT_04s0023g01110,877,0.4272,PQ-loop repeat protein,,,,
198,VIT_04s0008g01250,890,0.4271,Unknown,,,,
199,VIT_18s0001g11160,872,0.4227,Unknown protein,,,,
200,VIT_04s0008g01800,860,0.4177,Myb domain protein 7,MYB7_3,MYBPA7,vv60044MYB,
201,VIT_01s0011g03860,859,0.4154,RKL1 (Receptor-like kinase 1),,,,
202,VIT_06s0004g08180,860,0.4153,Translation initiation factor eIF-2 beta subunit,K03238,,vv23013RNA_transport,
203,VIT_07s0031g00500,860,0.4137,Subtilase,ARA12,,vv50101Channels_and_pores,
204,VIT_16s0050g01950,850,0.4128,Disease resistance family protein / LRR family,,,,
205,VIT_18s0001g10830,840,0.4052,Patatin,,,,
206,VIT_18s0001g05250,832,0.4019,DREB sub A-6 of ERF/AP2 transcription factor (RAP2.4),RAP2_4_1,VvERF004,vv30008Ethylene_signaling,vv60003AP2_EREBP
207,VIT_00s0375g00030,825,0.3987,Alpha-galactosidase,E3_2_1_22,,vv10052Galactose_metabolism,vv10561Glycerolipid_metabolism
208,VIT_18s0001g00560,826,0.3965,Alpha-amylase / 1 4-alpha-D-glucan glucanohydrolase,E3_2_1_1,,vv10500Starch_and_sucrose_metabolism,
209,VIT_10s0116g00190,820,0.3958,Homeobox protein shoot MERISTEMLESS (STM),STM_1,VvHB39,vv50004Auxin_transport,vv60034HB
210,VIT_09s0054g00430,817,0.3955,Unknown protein,,,,
211,VIT_01s0010g03850,813,0.3914,Calmodulin-binding protein,CMTA4,,vv60020CAMTA,
212,VIT_06s0009g01380,802,0.3871,Ethylene-insensitive 3 (EIN3),EIN3_2,,vv30001ABA_signaling,vv30008Ethylene_signaling
213,VIT_14s0066g00300,805,0.3868,Unknown,,,,
214,VIT_18s0072g01010,798,0.3859,Peptide chain release factor eRF subunit 1,K03265,,vv23015mRNA_surveillance_pathway,
215,VIT_07s0005g03310,791,0.3844,Cofilin,K05765,,vv44810Regulation_of_actin_cytoskeleton,
216,VIT_00s0227g00070,794,0.3839,Sialidase BNR/Asp-box repeat family protein,,,,
217,VIT_14s0030g00960,791,0.3818,R protein MLA10,K13475,,vv34627R_proteins_from_Plant-pathogen_interaction,
218,VIT_03s0091g00040,766,0.3702,Limonoid UDP-glucosyltransferase,E2_4_1_120,,vv10940Phenylpropanoid_biosynthesis,
219,VIT_13s0019g02880,764,0.3687,UDP-glucoronosyl/UDP-glucosyl transferase,,,,
220,VIT_12s0035g00010,763,0.3672,DNA (cytosine-5)-methyltransferase (ATHIM),E2_1_1_37,,vv10271Methionine_metabolism,
221,VIT_10s0003g00600,761,0.3646,Lipase GDSL,,,,
222,VIT_13s0067g01780,749,0.3634,Histidine acid phosphatase,E3_1_3_2,,vv10740Riboflavin_metabolism,
223,VIT_04s0008g06300,749,0.3620,Leucine-rich repeat family,,,,
224,VIT_00s0399g00020,744,0.3584,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
225,VIT_14s0066g00480,742,0.3581,Heterogeneous nuclear ribonucleoprotein A1/A3,K12741,,vv23040Spliceosome,
226,VIT_11s0016g02900,744,0.3577,Leucine-rich repeat family protein / extensin,EXTENSIN,,vv40006Cell_wall,
227,VIT_10s0116g00350,737,0.3572,Unknown protein,,,,
228,VIT_04s0023g03710,733,0.3539,Myb domain protein 4,MYB4_1,MYB4B,vv60044MYB,
229,VIT_05s0020g01280,734,0.3539,Wound-responsive protein,,,,
230,VIT_16s0050g00830,733,0.3538,Beta-ketoacyl-CoA synthase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
231,VIT_17s0000g01700,733,0.3534,Leucine-rich repeat transmembrane protein kinase,,,,
232,VIT_19s0014g05000,732,0.3531,Zinc finger (C2H2 type) family,C2H2FAM_16,,vv60017C2H2,
233,VIT_07s0005g05030,729,0.3517,CLIP-associating protein (CLASP),,,,
234,VIT_05s0020g00890,726,0.3514,P-glycoprotein 11,PGP11,,vv52010ABC_transporters,
235,VIT_11s0065g00170,725,0.3513,Squamosa promoter-binding protein 2 (SPL2),SPL2_3,,vv60055SBP,
236,VIT_12s0028g01850,723,0.3483,Receptor kinase TRKe,,,,
237,VIT_17s0000g05370,713,0.3428,MYC ZCW32 (bigpetal  bigpetalub),ZCW32_1,,vv60011BHLH,
238,VIT_09s0018g01950,705,0.3406,Cellulose synthase CSLC05,E2_4_1_12_CSLC05,,vv40006Cell_wall,
239,VIT_09s0002g03140,704,0.3394,Lipase GDSL,,,,
240,VIT_06s0004g06690,701,0.3390,Ribosomal protein S18 30S,K02963,,vv23010Ribosome,
241,VIT_19s0015g00300,701,0.3372,KCO1 (two pore K channel),K05389_KCO1,,vv50101Channels_and_pores,
242,VIT_05s0062g00820,675,0.3280,Unknown protein,,,,
243,VIT_17s0000g05000,678,0.3275,SEPALLATA1,SEPALLATA1_1,,vv30009Flower_development,vv60042MADS
244,VIT_13s0019g03660,677,0.3271,Unknown protein,,,,
245,VIT_08s0058g00520,674,0.3240,Dehydration-responsive element-binding protein 2E,DREB2E,VvERF038,vv30008Ethylene_signaling,vv60003AP2_EREBP
246,VIT_14s0068g00160,671,0.3220,No hit,,,,
247,VIT_06s0004g03210,663,0.3203,Unknown,,,,
248,VIT_05s0062g01200,658,0.3196,Unknown,,,,
249,VIT_04s0023g03650,661,0.3186,Galactose mutarotase-like,E5_1_3_3,,vv10010Glycolysis,
250,VIT_12s0034g02560,646,0.3124,DNA (cytosine-5)-methyltransferase (ATHIM),E2_1_1_37,,vv10271Methionine_metabolism,
251,VIT_18s0122g00220,646,0.3124,Phosphodiesterase/alkaline phosphatase D,E3_1_4_1,,,
252,VIT_10s0003g04320,646,0.3124,PINOID,PINOID,,vv50004Auxin_transport,vv50125Porters_cat_66_to_94
253,VIT_07s0104g00090,631,0.3041,Transparent testa 8 TT8,TT8,,vv60011BHLH,
254,VIT_08s0007g03660,621,0.2991,CYP94C9,,,,
255,VIT_06s0080g00760,622,0.2986,Unknown protein,,,,
256,VIT_13s0067g01930,612,0.2962,Unknown protein,,,,
257,VIT_14s0083g00700,607,0.2937,BZIP transcription factor BZIP42,BZIP42,VvbZIP39,vv60012BZIP,
258,VIT_10s0003g00420,605,0.2913,Auxin response factor 3,ARF3_2,,vv30003Auxin_signaling,vv60004ARF
259,VIT_06s0009g02740,602,0.2887,Pentatricopeptide (PPR) repeat-containing protein,,,,
260,VIT_06s0061g00620,594,0.2875,Short-chain dehydrogenase carbonyl reductase 3,,,,
261,VIT_15s0048g00550,592,0.2868,Abnormal floral organs,AFO_2,,vv60019C2C2-YABBY,
262,VIT_14s0066g00400,590,0.2856,Chalcone isomerase,E5_5_1_6,,vv10941Flavonoid_biosynthesis,
263,VIT_13s0139g00230,590,0.2846,R protein disease resistance protein,RPROT,,vv34627R_proteins_from_Plant-pathogen_interaction,
