Vv_m2,2000,1000,VIT_04s0023g03710
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
97,VIT_04s0069g01120,1379,0.6688,Acyl-activating enzyme 7,E6_2_1_3,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
98,VIT_01s0026g02030,1375,0.6655,Basic helix-loop-helix (bHLH) family,BHLHDOM_59,,vv60011BHLH,
99,VIT_14s0068g00260,1372,0.6609,Serine carboxypeptidase S10,,,,
100,VIT_00s0160g00220,1354,0.6576,Unknown protein,,,,
101,VIT_08s0040g02250,1366,0.6558,No hit,,,,
102,VIT_05s0062g00520,1352,0.6535,UDP-glucose:flavonoid 7-O-glucosyltransferase,E2_4_1_237,,vv10941Flavonoid_biosynthesis,
103,VIT_14s0068g00280,1326,0.6421,Unknown protein,,,,
104,VIT_04s0023g01910,1324,0.6405,Myb family,MYBREL_12,,vv60045MYBrelated,
105,VIT_03s0038g01830,1334,0.6404,Proline-rich protein 4,,,,
106,VIT_05s0102g00710,1325,0.6367,fructokinase-1,E2_7_1_4,,vv10051Fructose_and_mannose_metabolism,vv10500Starch_and_sucrose_metabolism
107,VIT_19s0090g01540,1313,0.6343,Beta-1 2-xylosyltransferase,E2_4_2_38,,vv11030Glycan_structures-biosynthesis1,
108,VIT_13s0073g00140,1314,0.6326,Ovate family protein 13 OFP13,OFP13_2,,vv60086OFP,
109,VIT_04s0043g00510,1304,0.6321,Ethylene-responsive transcription factor ERF003,ERF003_1,,vv30008Ethylene_signaling,vv60003AP2_EREBP
110,VIT_13s0019g02720,1310,0.6313,Guanylyl cyclase (GC1),E4_6_1_2,,vv10230Purine_metabolism,vv34020Calcium_signaling_pathway
111,VIT_19s0090g01050,1303,0.6301,Endo-beta-1 4-glucanase,E3_2_1_4,,vv40006Cell_wall,
112,VIT_09s0002g06750,1293,0.6277,ERF/AP2 transcription factor sub B-6 SHINE,SHINE1_1,VvERF042,vv30008Ethylene_signaling,vv60003AP2_EREBP
113,VIT_02s0012g00150,1297,0.6272,NAK-type protein kinase,,,,
114,VIT_10s0003g00600,1276,0.6173,Lipase GDSL,,,,
115,VIT_06s0009g02340,1266,0.6158,Tryptophan/tyrosine permease family,TRYTYRPERM,,vv50124Porters_cat_30_to_64,
116,VIT_03s0017g01490,1272,0.6115,Berberine bridge enzyme,E1_21_3_3,,vv10950Alkaloid_biosynthesis_I,
117,VIT_15s0048g01840,1252,0.6081,Zinc finger (C3HC4-type ring finger),ZFC3HC4_127,,vv60078Other_zf-C3HC4,
118,VIT_01s0011g02330,1235,0.5972,Unknown protein,,,,
119,VIT_17s0000g03580,1231,0.5944,BEE3 (BR Enhanced expression 3),BEE3,,vv60011BHLH,
120,VIT_00s0207g00150,1219,0.5941,Ternary complex factor MIP1,,,,
121,VIT_03s0063g00580,1223,0.5934,Rad54,K10875,,vv23440Homologous_recombination,vv60058SNF2
122,VIT_08s0040g02970,1209,0.5863,Protein phosphatase 2C,E3_1_3_16,,,
123,VIT_17s0000g09270,1212,0.5858,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
124,VIT_07s0031g00420,1219,0.5858,SHN1 (SHINE 1),SHINE1_2,,vv30008Ethylene_signaling,vv60003AP2_EREBP
125,VIT_08s0032g01030,1185,0.5725,Glutaredoxin,,,,
126,VIT_05s0094g01350,1180,0.5706,Thiol methyltransferase 1,E2_1_1_9,,vv10450Selenoamino_acid_metabolism,
127,VIT_13s0019g01200,1181,0.5694,Unknown,,,,
128,VIT_11s0016g01500,1175,0.5693,PHD finger protein alfin,ALFINDOM5,,vv60002Alfin-like,
129,VIT_14s0083g01030,1175,0.5668,MADS-box APETALA 1,APETALA1_1,,vv30009Flower_development,vv60042MADS
130,VIT_05s0020g01820,1168,0.5656,Integral membrane family protein UPF0497,,,,
131,VIT_05s0020g02900,1161,0.5636,Substrate carrier  Mitochondrial,K03454,,vv44146Peroxisome,vv50123Porters_cat_18_to_29
132,VIT_05s0077g02270,1157,0.5571,Unknown protein,,,,
133,VIT_09s0070g00240,1146,0.5542,Cinnamoyl-CoA reductase,E1_2_1_44,,vv10940Phenylpropanoid_biosynthesis,
134,VIT_10s0042g01010,1141,0.5520,CYP714A1,,,,
135,VIT_19s0085g01010,1140,0.5510,No hit,,,,
136,VIT_15s0021g02270,1139,0.5494,Unknown protein,,,,
137,VIT_08s0040g00850,1126,0.5474,Thylakoid lumenal 20 kDa protein,,,,
138,VIT_10s0092g00370,1137,0.5469,CYP71D7,E1_14_13_73,,vv10902Monoterpenoid_biosynthesis,
139,VIT_01s0150g00480,1126,0.5427,Protein binding protein,,,,
140,VIT_07s0005g01340,1122,0.5420,Ribosomal protein L29e,K02905,,vv23010Ribosome,
141,VIT_17s0053g00590,1113,0.5364,Kinase interacting protein,,,,
142,VIT_09s0002g02490,1106,0.5351,Dof zinc finger protein 1,ADOF1,,vv60015C2C2-DOF,
143,VIT_06s0009g01620,1104,0.5338,Harpin-induced protein,,,,
144,VIT_18s0001g06580,1112,0.5338,Plastocyanin domain-containing protein,K02638,,vv10195Photosynthesis,vv50113Thylakoid_targeting_pathway
145,VIT_15s0048g02080,1095,0.5318,Signal recognition particle receptor protein  chloroplast (FTSY),K03110,,vv23060Protein_export,vv50113Thylakoid_targeting_pathway
146,VIT_05s0077g00730,1099,0.5312,WRKY DNA-binding protein 48,WRKY48_1,VvWRKY14,vv60066WRKY,
147,VIT_14s0030g00220,1090,0.5289,Sugar transporter ERD6-like 5,ERD6L5,,vv50121Porters_cat_1_to_6,
148,VIT_01s0010g03710,1094,0.5277,Squamosa promoter-binding protein 2 (SPL2),SPL2_1,,vv60055SBP,
149,VIT_04s0023g00410,1087,0.5266,Photosystem I subunit XI (PSAL),K02699,,vv10195Photosynthesis,vv50105Transport_electron_carriers
150,VIT_18s0001g03120,1089,0.5251,Ethylene-responsive transcription factor ERF003,ERF003_6,,vv30008Ethylene_signaling,vv60003AP2_EREBP
151,VIT_04s0008g06000,1076,0.5193,Ethylene-responsive transcription factor ERF003,ERF003_2,VvERF045,vv30008Ethylene_signaling,vv60003AP2_EREBP
152,VIT_11s0016g01850,1077,0.5190,Anthocyanidin-3-glucoside rhamnosyltransferase,RHATR,,vv10942Anthocyanin_biosynthesis,
153,VIT_02s0025g03040,1066,0.5185,Zinc finger (C3HC4-type ring finger),ZFC3HC4_133,,vv60078Other_zf-C3HC4,
154,VIT_14s0066g00470,1068,0.5157,Unknown protein,,,,
155,VIT_15s0024g00660,1062,0.5153,Esterase,,,,
156,VIT_12s0059g01830,1051,0.5077,Unknown,,,,
157,VIT_11s0016g05510,1055,0.5070,Unknown protein,,,,
158,VIT_04s0044g00190,1048,0.5046,Mannitol dehydrogenase,E1_1_1_67,,vv10051Fructose_and_mannose_metabolism,
159,VIT_15s0048g02980,1035,0.5041,Unknown protein,,,,
160,VIT_06s0004g06240,1041,0.5029,Zinc finger (C2H2 type) family,C2H2FAM_31,,vv60017C2H2,
161,VIT_04s0008g01730,1011,0.4929,PSBX (photosystem II subunit X),K02722,,vv10195Photosynthesis,
162,VIT_13s0019g05380,1022,0.4928,Unknown protein,,,,
163,VIT_18s0041g00810<br>VIT_18s0041g00910<br>VIT_00s1602g00010<br>VIT_18s0041g00920<br>VIT_18s0041g00980<br>VIT_18s0041g01000<br>VIT_00s2707g00010<br>VIT_18s0041g01080<br>VIT_18s0041g00950<br>VIT_18s0041g00830<br>VIT_18s0041g01040,1005,0.4820,
164,VIT_00s0399g00020,994,0.4818,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
165,VIT_15s0046g01960,989,0.4810,Hydroquinone glucosyltransferase,E2_4_1_218,,vv10500Starch_and_sucrose_metabolism,
166,VIT_19s0014g03970,991,0.4804,Calcium-binding EF-hand,,,,
167,VIT_18s0001g14980,994,0.4788,3-methyl-2-oxobutanoate dehydrogenase,E1_2_4_4,,vv10280Valine_leucine_and_isoleucine_degradation,
168,VIT_14s0068g00840,987,0.4768,RBR1 (retinoblastoma-related 1),RBR1_1,,vv44110Cell_cycle,vv60051RB
169,VIT_02s0025g00740,978,0.4752,Pinoresinol forming dirigent protein,DIRPR,,vv10940Phenylpropanoid_biosynthesis,
170,VIT_14s0108g01080,975,0.4735,Myb domain protein 106,MYB106_2,MYB141,vv60044MYB,
171,VIT_19s0090g00730,976,0.4722,No hit,,,,
172,VIT_08s0040g00690,972,0.4693,Unknown,,,,
173,VIT_04s0008g05960,962,0.4661,Unknown protein,,,,
174,VIT_08s0058g00800,957,0.4634,Wound-induced protein WI12,,,,
175,VIT_00s0349g00020,958,0.4630,Unknown protein,,,,
176,VIT_17s0000g01950,956,0.4612,Dihydropyrimidine dehydrogenase,E1_3_1_2,,vv10410Beta-alanine_metabolism,vv10770Pantothenate_and_CoA_biosynthesis
177,VIT_10s0071g00830,953,0.4606,Binding,,,,
178,VIT_15s0021g02300,945,0.4601,Squamosa promoter-binding protein 8 (SPL8),SPL8,,vv60055SBP,
179,VIT_11s0118g00250,946,0.4597,IMP dehydrogenase/GMP reductase,E1_1_1_205,,vv10230Purine_metabolism,
180,VIT_18s0001g03850,944,0.4558,Ribosomal protein S10 30S,K02946,,vv23010Ribosome,
181,VIT_03s0017g01570,942,0.4553,FAD-binding domain-containing protein,,,,
182,VIT_18s0001g09160,945,0.4552,Cyclin  N-terminal,CYCD5_1,,vv44110Cell_cycle,
183,VIT_06s0004g01550,935,0.4532,Phosphoribosylanthranilate transferase,E2_4_2_18,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
184,VIT_14s0128g00510<br>VIT_14s0128g00550,940,0.4524,
185,VIT_19s0014g04900,940,0.4511,(-)-germacrene D synthase,E4_2_3_22,,vv10900Terpenoid_biosynthesis,
186,VIT_18s0001g04130,923,0.4502,Unknown,,,,
187,VIT_00s0218g00030,931,0.4502,ELO1 (ELONGATA 1),,,,
188,VIT_18s0001g10330,932,0.4496,Subtilisin protease,ARA12,,vv50101Channels_and_pores,
189,VIT_07s0151g00570,932,0.4494,OB-fold nucleic acid binding domain containing protein,,,,
190,VIT_14s0066g00300,926,0.4473,Unknown,,,,
191,VIT_06s0061g00890,917,0.4443,Carboxypeptidase,E3_4_17_22,,,
192,VIT_12s0134g00350,910,0.4424,Zinc finger (C3HC4-type ring finger),ZFC3HC4_228,,vv60078Other_zf-C3HC4,
193,VIT_01s0182g00130,906,0.4387,PHO1-like protein,PHO1,,vv50125Porters_cat_66_to_94,
194,VIT_06s0061g00240,902,0.4381,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
195,VIT_10s0116g00980,903,0.4325,Unknown protein,,,,
196,VIT_18s0122g01440,892,0.4303,AMP-dependent synthetase and ligase,E6_2_1_x,,,
197,VIT_03s0017g01440,883,0.4260,Berberine bridge enzyme,E1_21_3_3,,vv10950Alkaloid_biosynthesis_I,
198,VIT_00s0181g00200<br>VIT_00s0181g00180,874,0.4245,
199,VIT_07s0005g04920,877,0.4208,Photosystem I reaction center subunit IV B (PSAE B),K02693,,vv10195Photosynthesis,vv50105Transport_electron_carriers
200,VIT_02s0087g00560,870,0.4201,Unknown protein,,,,
201,VIT_07s0005g04860,862,0.4193,Glutaredoxin protein,,,,
202,VIT_18s0001g11750,867,0.4186,Ribosomal protein S9,K02996,,vv23010Ribosome,
203,VIT_12s0035g01890,861,0.4159,RNA recognition motif (RRM)-containing,,,,
204,VIT_18s0001g11100,845,0.4078,Serine carboxypeptidase,,,,
205,VIT_15s0046g01470,845,0.4059,Unknown protein,,,,
206,VIT_12s0028g03350,837,0.4049,Squamosa promoter-binding protein 4 (SPL4),SPL4_2,,vv60055SBP,
207,VIT_12s0059g01900,833,0.4046,Unknown protein,,,,
208,VIT_15s0021g01210,833,0.4032,Peptidyl-prolyl cis-trans isomerase  cyclophilin type,K01802,,,
209,VIT_12s0034g00010,829,0.4018,No hit,,,,
210,VIT_18s0001g10050,818,0.3940,LRX1 (leucine-rich repeat/extensin 1),EXTENSIN,,vv40006Cell_wall,
211,VIT_00s0531g00030,813,0.3937,C2 domain containing protein,,,,
212,VIT_08s0058g01020,808,0.3924,Saposin B domain-containing protein,SAPB,,vv50101Channels_and_pores,
213,VIT_13s0064g01740<br>VIT_13s0064g01750,807,0.3912,
214,VIT_02s0025g01040,801,0.3888,Receptor protein kinase,,,,
215,VIT_04s0008g01430,793,0.3840,APM1 (Aminopeptidase M1),APM1,,vv50004Auxin_transport,
216,VIT_04s0023g01300,793,0.3835,Aminopeptidase P,E3_4_11_9,,,
217,VIT_04s0043g00850,777,0.3768,Unknown protein,,,,
218,VIT_11s0052g00320,774,0.3728,Ca2+-ATPase 10 ACA10  plasma membrane,K01537,,vv34020Calcium_signaling_pathway,vv50131Primary_active_transporter_cat_A2_to_A4
219,VIT_02s0154g00450,761,0.3707,Zinc knuckle,ZFC2HC,,,
220,VIT_01s0127g00500,754,0.3635,OBP32pep,,,,
221,VIT_19s0027g00740,746,0.3609,Inhibitor of apoptosis,,,,
222,VIT_14s0060g01090,745,0.3597,LNG1 (LONGIFOLIA1),,,,
223,VIT_17s0000g03940,746,0.3569,ferulate 5-hydroxylase,K09755,,vv10940Phenylpropanoid_biosynthesis,
224,VIT_14s0030g00410,737,0.3557,Arabidopsis histidine phosphotransfer AHP1,AHP1,,vv30007Cytokinin_signaling,
225,VIT_17s0000g05020,730,0.3530,Squamosa promoter-binding protein 6 (SPL6),SPL6_2,,vv60055SBP,
226,VIT_06s0004g00230,729,0.3505,WRKY DNA-binding protein 48,WRKY48_2,VvWRKY15,vv60066WRKY,
227,VIT_18s0001g01680,716,0.3474,Protein kinase,,,,
228,VIT_02s0012g02030,712,0.3443,Homeobox-7,VVHB7_1,VvHB09,vv60034HB,
229,VIT_10s0071g00850,708,0.3437,Binding,,,,
230,VIT_13s0064g00670,713,0.3420,No hit,,,,
231,VIT_11s0016g01310,703,0.3408,TT2 (transparent testa 2),TT2_5,MYBPA4,vv44110Cell_cycle,vv60044MYB
232,VIT_12s0059g01750,704,0.3393,Caffeic acid O-methyltransferase,E2_1_1_68,,vv10940Phenylpropanoid_biosynthesis,
233,VIT_13s0064g00740,701,0.3382,Lysine decarboxylase - like protein,E4_1_1_18,,vv10300Lysine_biosynthesis,
234,VIT_02s0012g01120,697,0.3362,Glycine cleavage system H protein  mitochondrial,E1_4_4_2,,vv10260Glycine_serine_and_threonine_metabolism,
235,VIT_13s0084g00110,695,0.3356,ABC transporter I member 8,ABCI8,,vv52010ABC_transporters,
236,VIT_09s0002g03140,693,0.3351,Lipase GDSL,,,,
237,VIT_14s0066g01730,685,0.3314,Cellulose synthase CSLC04,E2_4_1_12_CSLC04,,vv40006Cell_wall,
238,VIT_15s0045g01030,683,0.3308,MRP-like ABC transporter MRP6,MRP6,,vv52010ABC_transporters,
239,VIT_15s0024g00850,684,0.3298,Geranylgeranyl diphosphate synthase,E2_5_1_29,,vv10100Biosynthesis_of_steroids,vv10900Terpenoid_biosynthesis
240,VIT_16s0098g01870,678,0.3296,SOS3 (salt overly sensitive 3),E3_1_3_16,,,
241,VIT_05s0124g00520,683,0.3287,No hit,,,,
242,VIT_19s0014g05000,676,0.3272,Zinc finger (C2H2 type) family,C2H2FAM_16,,vv60017C2H2,
243,VIT_17s0000g00660,675,0.3261,Phosphoglycerate mutase,E5_4_2_1,,vv10010Glycolysis,
244,VIT_08s0007g01110,677,0.3260,No hit,,,,
245,VIT_05s0020g01140,676,0.3259,Ribosomal protein L18,K02881,,vv23010Ribosome,
246,VIT_03s0038g03730,667,0.3238,Niemann-Pick C1 protein precursor,NPC1,,vv50121Porters_cat_1_to_6,
247,VIT_08s0007g03360,670,0.3237,EMB1345 (embryo defective 1345),,,,
248,VIT_11s0016g00880,654,0.3158,Strictosidine synthase; Soluble quinoprotein glucose dehydrogenase,E4_3_3_2,,vv10900Terpenoid_biosynthesis,vv10902Monoterpenoid_biosynthesis
249,VIT_18s0166g00220,655,0.3154,No hit,,,,
250,VIT_02s0025g03030,653,0.3147,Zinc finger (C3HC4-type ring finger),ZFC3HC4_23,,vv60078Other_zf-C3HC4,
251,VIT_09s0002g03130,650,0.3134,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
252,VIT_04s0008g05440,646,0.3122,Ethylene-responsive transcription factor SHINE 3,SHINE3_1,VvERF044,vv30008Ethylene_signaling,vv60003AP2_EREBP
253,VIT_11s0016g00590,642,0.3115,Invertase/pectin methylesterase inhibitor,PMEI,,vv40006Cell_wall,
254,VIT_10s0003g01010,641,0.3097,Lipase GDSL,,,,
255,VIT_07s0005g03540,637,0.3086,Plastid-specific 50S ribosomal protein 6,,,,
256,VIT_18s0041g00730,637,0.3085,Peptide chain release factor eRF subunit 1,K03265,,vv23015mRNA_surveillance_pathway,
257,VIT_12s0059g01190,637,0.3083,Homeobox protein shoot MERISTEMLESS (STM),STM_2,VvHB43,vv50004Auxin_transport,vv60034HB
258,VIT_18s0072g00820,639,0.3074,VFB3 (VIER F- box  proteinE 3),,,,
259,VIT_11s0065g00170,627,0.3020,Squamosa promoter-binding protein 2 (SPL2),SPL2_3,,vv60055SBP,
260,VIT_06s0004g01680,623,0.3014,Unknown protein,,,,
261,VIT_17s0000g05310,622,0.3009,Pre-mRNA cleavage complex II protein Clp1,,,,
262,VIT_18s0001g09920,621,0.3003,Cyclin delta-3 (CYCD3_1),CYCD3,,vv30007Cytokinin_signaling,vv44110Cell_cycle
263,VIT_03s0038g00680,621,0.2988,Exostosin,K02366,,vv11030Glycan_structures-biosynthesis1,
264,VIT_05s0102g00370,608,0.2954,Receptor protein kinase (ACR4),,,,
265,VIT_06s0004g04860,610,0.2947,Alpha-expansin 6 precursor,EXPA6,,vv30003Auxin_signaling,
266,VIT_14s0060g01940,610,0.2943,Epoxide hydrolase,E3_3_2_10,,,
267,VIT_06s0061g01070,597,0.2897,Oligopeptidase A,E3_4_24_70,,,
