Vv_m2,2000,1000,VIT_10s0003g00600
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
64,VIT_03s0063g00370,1615,0.7813,Nitrite reductase,E1_7_7_1,,vv10910Nitrogen_metabolism,
65,VIT_08s0007g00570,1601,0.7791,WRKY DNA-binding protein 49,WRKY49,VvWRKY27,vv60066WRKY,
66,VIT_14s0060g01850,1613,0.7789,Unknown,,,,
67,VIT_09s0054g00690,1603,0.7744,Vacuolar processing enzyme alpha,,,,
68,VIT_02s0025g02600,1568,0.7568,Glyoxal oxidase,,,,
69,VIT_01s0011g04430,1565,0.7546,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
70,VIT_14s0068g02140,1551,0.7500,SWIB complex BAF60b domain-containing protein,SWIB_9,,vv60092SWIB,
71,VIT_03s0063g01880,1567,0.7494,Acyl-CoA synthetase long-chain member 2,E6_2_1_3_LACS2,,vv10071Fatty_acid_metabolism,vv44146Peroxisome
72,VIT_08s0032g00530,1550,0.7477,Rhomboid,,,,
73,VIT_14s0060g02330,1529,0.7372,Actin binding formin homology 1,FH2,,vv44810Regulation_of_actin_cytoskeleton,
74,VIT_02s0012g02030,1499,0.7256,Homeobox-7,VVHB7_1,VvHB09,vv60034HB,
75,VIT_14s0068g01540,1497,0.7225,PBS1 (avrPphB susceptible 1),K13430,,vv34626Plant-pathogen_interaction,
76,VIT_18s0001g09060,1462,0.7066,Unknown protein,,,,
77,VIT_01s0011g03210,1456,0.7047,Aspartyl protease,E3_4_23_x,,,
78,VIT_01s0011g02250,1448,0.6988,Metal-nicotianamine transporter YSL7,YSL7,,vv50125Porters_cat_66_to_94,
79,VIT_01s0011g02800,1433,0.6923,RIC7 (ROP-interactive crib motif-containing protein 7),,,,
80,VIT_12s0134g00140,1431,0.6916,R-linalool synthase,E4_2_3_26,,vv10900Terpenoid_biosynthesis,
81,VIT_19s0014g00090,1426,0.6902,Glucan endo-1 3-beta-glucosidase 4 precursor,E3_2_1_39,,vv10500Starch_and_sucrose_metabolism,
82,VIT_18s0001g03120,1424,0.6873,Ethylene-responsive transcription factor ERF003,ERF003_6,,vv30008Ethylene_signaling,vv60003AP2_EREBP
83,VIT_16s0022g02170,1401,0.6775,Alpha-L-fucosidase,E3_2_1_51,,vv10511N-Glycan_degradation,
84,VIT_18s0001g10060,1388,0.6715,LRX1 (leucine-rich repeat/extensin 1),EXTENSIN,,vv40006Cell_wall,
85,VIT_04s0044g01730,1392,0.6715,F-box family protein,,,,
86,VIT_17s0000g10060,1376,0.6647,Lipase GDSL,,,,
87,VIT_10s0003g01010,1372,0.6644,Lipase GDSL,,,,
88,VIT_08s0007g00160,1367,0.6636,Glycosyltransferase family 14,,,,
89,VIT_03s0038g01180<br>VIT_03s0038g01260,1356,0.6589,
90,VIT_06s0004g01550,1362,0.6586,Phosphoribosylanthranilate transferase,E2_4_2_18,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
91,VIT_16s0039g01910,1345,0.6564,Vegetative storage protein win4.5,,,,
92,VIT_00s0317g00160,1350,0.6547,Chalcone and stilbene synthases,E2_3_1_74,,vv10941Flavonoid_biosynthesis,
93,VIT_06s0004g05730,1337,0.6525,Universal stress protein (USP) family protein,,,,
94,VIT_10s0003g00620,1351,0.6495,Lipase GDSL,,,,
95,VIT_12s0134g00670,1334,0.6463,Anthocyanin 5-aromatic acyltransferase,E2_3_1_153,,vv10941Flavonoid_biosynthesis,vv10942Anthocyanin_biosynthesis
96,VIT_08s0040g01820,1324,0.6393,No hit,,,,
97,VIT_14s0066g00400,1330,0.6391,Chalcone isomerase,E5_5_1_6,,vv10941Flavonoid_biosynthesis,
98,VIT_18s0122g00220,1308,0.6343,Phosphodiesterase/alkaline phosphatase D,E3_1_4_1,,,
99,VIT_10s0003g01550,1306,0.6294,IMK2 (inflorescence meristem receptor-like kinase 2),,,,
100,VIT_11s0016g03660,1295,0.6274,Glucose transporter 2 plastidic,PGTR2,,vv50121Porters_cat_1_to_6,
101,VIT_10s0003g02500,1299,0.6251,Malate dehydrogenase  cytoplasmic 1,E1_1_1_37,,vv10020Citrate_cycle,vv10620Pyruvate_metabolism
102,VIT_04s0023g03710,1289,0.6206,Myb domain protein 4,MYB4_1,MYB4B,vv60044MYB,
103,VIT_19s0014g04620,1293,0.6201,S-locus receptor kinase,,,,
104,VIT_18s0001g11100,1255,0.6104,Serine carboxypeptidase,,,,
105,VIT_04s0043g00560,1256,0.6094,DD1A protein,,,,
106,VIT_07s0005g05180,1249,0.6051,No hit,,,,
107,VIT_19s0014g03650,1244,0.5995,No hit,,,,
108,VIT_19s0014g03510,1226,0.5951,ARF GTPase activator  ARF-GAP Domain 5,AGD5,,vv50110Protein_coat,
109,VIT_03s0038g03600,1231,0.5947,Serine/threonine kinase,,,,
110,VIT_10s0116g01880,1222,0.5923,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
111,VIT_06s0004g06890,1230,0.5916,Potassium transporter (KUP1),KUP1,,vv50125Porters_cat_66_to_94,
112,VIT_18s0001g10870,1225,0.5912,Patatin,,,,
113,VIT_13s0064g01740<br>VIT_13s0064g01750,1217,0.5876,
114,VIT_07s0005g00510,1209,0.5866,Monoglyceride lipase,E3_1_1_23,,vv10561Glycerolipid_metabolism,
115,VIT_04s0023g00660,1213,0.5866,No hit,,,,
116,VIT_17s0000g00130,1215,0.5853,SEC14 cytosolic factor,SEC14,,vv50122Porters_cat_7_to_17,
117,VIT_00s0399g00020,1220,0.5849,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
118,VIT_12s0059g00190,1204,0.5828,Beta-expansin (EXPB3),EXPB3,,vv30003Auxin_signaling,
119,VIT_09s0002g03050,1195,0.5748,Lipase GDSL,,,,
120,VIT_14s0068g01520,1188,0.5742,Double-stranded RNA-binding (DsRBD) domain-containing protein,,,,
121,VIT_09s0002g01650,1178,0.5738,5'-nucleotidase surE,E3_1_3_5,,vv10230Purine_metabolism,vv10240Pyrimidine_metabolism
122,VIT_03s0180g00320,1186,0.5705,Indole-3-acetate beta-glucosyltransferase,E2_4_1_121,,vv11002Auxin_biosynthesis,
123,VIT_03s0038g02380,1183,0.5688,RAC G-protein Rac1,RAC1,,vv34020Calcium_signaling_pathway,
124,VIT_02s0025g02620,1177,0.5683,BDG1 (BODYGUARD1) hydrolase,,,,
125,VIT_11s0016g04540,1164,0.5612,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
126,VIT_15s0048g02880,1148,0.5592,Ubiquitin thiolesterase,,,,
127,VIT_18s0001g01210,1156,0.5568,Senescence-inducible chloroplast stay-green protein 2,,,,
128,VIT_11s0052g00410,1144,0.5537,Allyl alcohol dehydrogenase,,,,
129,VIT_10s0003g03910,1140,0.5515,TCP family transcription factor 24,TCP24,,vv60061TCP,
130,VIT_17s0000g02590,1141,0.5509,Laccase,E1_10_3_2,,vv11000Single_reactions,vv50109Incompletely_characterized_transport_systems
131,VIT_18s0001g06390,1138,0.5479,Auxin-independent growth promoter,AXI1,,vv30003Auxin_signaling,
132,VIT_14s0128g00160,1137,0.5469,Protein kinase CDG1,,,,
133,VIT_08s0040g02250,1102,0.5326,No hit,,,,
134,VIT_14s0066g01730,1090,0.5278,Cellulose synthase CSLC04,E2_4_1_12_CSLC04,,vv40006Cell_wall,
135,VIT_00s0207g00010,1085,0.5259,Anthranilate N-benzoyltransferase protein 1,E2_3_1_144,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
136,VIT_02s0025g03320,1082,0.5247,CYP86A2,,,,
137,VIT_15s0046g02410,1082,0.5225,Aquaporin TMP-C,TMPC,,vv50101Channels_and_pores,
138,VIT_14s0006g02290,1051,0.5112,DREB sub A-4 of ERF/AP2 transcription factor,TINY_2,VvERF028,vv30008Ethylene_signaling,vv60003AP2_EREBP
139,VIT_06s0004g07220,1055,0.5111,Indole-3-acetate beta-glucosyltransferase,E2_4_1_121,,vv11002Auxin_biosynthesis,
140,VIT_05s0020g03420,1063,0.5103,PHD finger transcription factor,PHDFG_4,,vv60048PHD,
141,VIT_09s0002g02220,1058,0.5101,Protein kinase CDG1,,,,
142,VIT_03s0017g01490,1049,0.5048,Berberine bridge enzyme,E1_21_3_3,,vv10950Alkaloid_biosynthesis_I,
143,VIT_00s1348g00010,1040,0.5019,Ternary complex factor MIP1,,,,
144,VIT_10s0003g02960,1033,0.5017,Glycosyl hydrolase family 17 protein,,,,
145,VIT_06s0009g03390,1035,0.5012,No hit,,,,
146,VIT_14s0108g01080,1037,0.5012,Myb domain protein 106,MYB106_2,MYB141,vv60044MYB,
147,VIT_15s0046g03240,1038,0.4998,Unknown protein,,,,
148,VIT_08s0007g09000,1014,0.4910,Glycerol-3-phosphate dehydrogenase,E1_1_1_8,,vv10564Glycerophospholipid_metabolism,
149,VIT_03s0097g00460,1013,0.4910,Geraniol 10-hydroxylase,G10H,,vv10902Monoterpenoid_biosynthesis,
150,VIT_01s0010g02030,1017,0.4880,Gamma-thionin precursor,,,,
151,VIT_17s0000g06730,1013,0.4877,No hit,,,,
152,VIT_03s0038g04500,1001,0.4829,Bifunctional dihydrofolate reductase-thymidylate synthase 1,K13998,,vv10240Pyrimidine_metabolism,vv10670One_carbon_pool_by_folate
153,VIT_12s0059g01820,994,0.4816,Protein phosphatase 1D,K10147,,,
154,VIT_01s0011g00080,998,0.4798,Universal stress protein (USP) family protein,,,,
155,VIT_13s0064g01640,992,0.4797,Beta-primeverosidase,E3_2_1_149,,vv11000Single_reactions,
156,VIT_04s0043g00510,989,0.4794,Ethylene-responsive transcription factor ERF003,ERF003_1,,vv30008Ethylene_signaling,vv60003AP2_EREBP
157,VIT_16s0050g02100,987,0.4759,Disease resistance,,,,
158,VIT_14s0030g00660,985,0.4749,Shikimate dehydrogenase,E1_1_1_25,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
159,VIT_19s0015g02680,979,0.4734,Glutathione S-transferase 25 GSTU25,E2_5_1_18_GSTU25,,vv10480Glutathione_metabolism,
160,VIT_18s0001g09920,976,0.4706,Cyclin delta-3 (CYCD3_1),CYCD3,,vv30007Cytokinin_signaling,vv44110Cell_cycle
161,VIT_00s0229g00120,969,0.4695,Ternary complex factor MIP1,,,,
162,VIT_03s0038g00220,949,0.4611,Purple acid phosphatase 10 ATPAP10/PAP10,E3_1_3_2,,vv10740Riboflavin_metabolism,
163,VIT_07s0005g00830,939,0.4576,Subtilisin protease,,,,
164,VIT_12s0028g03900,941,0.4559,No hit,,,,
165,VIT_16s0050g00830,934,0.4527,Beta-ketoacyl-CoA synthase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
166,VIT_13s0019g03020,943,0.4523,Glucosyltransferase-2,,,,
167,VIT_18s0001g10470,932,0.4511,Protein kinase MK6,,,,
168,VIT_12s0059g02420,933,0.4509,Peroxidase ATP11A (gb|X98802).,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
169,VIT_08s0056g01130,925,0.4473,Mini zinc finger 2 MIF2,MIF2_2,,vv60068Zf-HD,
170,VIT_08s0007g03540,919,0.4444,Anthocyanin membrane protein 1 (Anm1),ANM1,,vv50122Porters_cat_7_to_17,
171,VIT_18s0001g01750,913,0.4404,No hit,,,,
172,VIT_18s0001g13460,899,0.4358,MADS-box AP3 [Vitis labrusca x Vitis vinifera],APETALA3_1,,vv30009Flower_development,vv60042MADS
173,VIT_10s0042g01010,884,0.4281,CYP714A1,,,,
174,VIT_04s0044g01520,879,0.4255,GA 20-oxidase 2,E1_14_11_12,,vv10904Diterpenoid_biosynthesis,
175,VIT_02s0025g00580,866,0.4198,Glycoside hydrolase  family 5,,,,
176,VIT_01s0146g00410,866,0.4182,GEM-like protein 5,,,,
177,VIT_08s0007g02000,860,0.4175,Glycerol-3-phosphate acyltransferase 8,E2_3_1_15,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
178,VIT_01s0026g00530,856,0.4172,Nodulin MtN21 family,MTN21,,vv50122Porters_cat_7_to_17,
179,VIT_15s0048g02680,849,0.4107,Calmodulin-binding region IQD17,,,,
180,VIT_08s0032g00760,850,0.4100,Translation initiation factor eIF-2 beta subunit,K03238,,vv23013RNA_transport,
181,VIT_08s0007g08110,837,0.4065,1-acyl-sn-glycerol-3-phosphate acyltransferase,E2_3_1_51,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
182,VIT_00s0762g00030,829,0.3997,S-locus lectin protein kinase,,,,
183,VIT_16s0022g02090,826,0.3986,Embryo-specific 3,,,,
184,VIT_02s0087g00200,822,0.3975,Aspartic proteinase nepenthesin-1 precursor,E3_4_23_12,,,
185,VIT_12s0059g01870,819,0.3970,GH3-like protein,AUXINBIOSYNTHESIS_GH3,,vv11002Auxin_biosynthesis,
186,VIT_19s0014g04060,814,0.3963,ARK3 (Arabidopsis Receptor Kinase 3),,,,
187,VIT_08s0007g06870,816,0.3938,Zinc finger protein 8,ZFP8,,vv60017C2H2,
188,VIT_01s0150g00390,812,0.3913,Minichromosome maintenance protein 2,K02540,,vv23030DNA_replication,vv44110Cell_cycle
189,VIT_09s0002g02210,816,0.3899,Adhesion of calyx edges (ACE),,,,
190,VIT_02s0109g00350,801,0.3857,Carboxyl-terminal proteinase,,,,
191,VIT_13s0067g00730,790,0.3828,Carboxylic ester hydrolase,E3_1_1_1,,,
192,VIT_07s0031g02440,777,0.3750,Amino acid permease 3,AAP3,,vv50123Porters_cat_18_to_29,
193,VIT_08s0007g07690,771,0.3716,Polygalacturonase inhibiting protein PGIP1,PGIP,,,
194,VIT_08s0058g00870,768,0.3692,Unknown protein,,,,
195,VIT_10s0116g01040,761,0.3680,Stigma-specific Stig1,,,,
196,VIT_02s0033g01020,763,0.3674,Anthraniloyal-CoA: methanol anthraniloyal transferase,AMAT,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
197,VIT_12s0059g01590,759,0.3658,Lipase GDSL,,,,
198,VIT_06s0004g07920,757,0.3657,WNK5 (Arabidopsis WNK kinase 5),,,,
199,VIT_19s0014g04690,756,0.3645,Indole-3-acetic acid-amido synthetase,AUXINBIOSYNTHESIS_GH3,,vv11002Auxin_biosynthesis,
200,VIT_09s0096g00850,753,0.3645,Glycosyl hydrolase family 28 protein,,,,
201,VIT_05s0062g01140,750,0.3637,Aromatic and neutral transporter 1,ANT1,,vv50123Porters_cat_18_to_29,
202,VIT_01s0010g03800,754,0.3628,Unknown protein,,,,
203,VIT_18s0075g00800,744,0.3613,TIR-NBS disease resistance,,,,
204,VIT_04s0023g03650,743,0.3598,Galactose mutarotase-like,E5_1_3_3,,vv10010Glycolysis,
205,VIT_02s0025g02250,741,0.3580,Dof zinc finger protein DOF4.6,DOF4_6_2,,vv60015C2C2-DOF,
206,VIT_14s0060g01780,741,0.3573,Unknown protein,,,,
207,VIT_08s0007g02920,743,0.3565,ATAN11 (ANTHOCYANIN11),,,,
208,VIT_13s0019g04260,735,0.3552,Monoglyceride lipase,E3_1_1_23,,vv10561Glycerolipid_metabolism,
209,VIT_07s0095g00790,727,0.3529,Homeodomain GLABROUS12,HDG12_1,,vv60034HB,
210,VIT_08s0056g00240,725,0.3497,Unknown protein,,,,
211,VIT_02s0025g00750,716,0.3482,Pinoresinol forming dirigent protein,DIRPR,,vv10940Phenylpropanoid_biosynthesis,
212,VIT_05s0077g00530,717,0.3469,Unknown protein,,,,
213,VIT_07s0005g05210,716,0.3451,No hit,,,,
214,VIT_02s0025g00730,709,0.3445,Pinoresinol forming dirigent protein,DIRPR,,vv10940Phenylpropanoid_biosynthesis,
215,VIT_14s0060g01830,713,0.3434,Unknown protein,,,,
216,VIT_07s0031g00420,708,0.3422,SHN1 (SHINE 1),SHINE1_2,,vv30008Ethylene_signaling,vv60003AP2_EREBP
217,VIT_09s0054g01220,706,0.3411,Cycloartenol synthase,E5_4_99_8,,vv10100Biosynthesis_of_steroids,
218,VIT_12s0055g00820,701,0.3385,Serine carboxypeptidase II,,,,
219,VIT_14s0060g01090,701,0.3383,LNG1 (LONGIFOLIA1),,,,
220,VIT_01s0011g01560,691,0.3333,Transparent testa16,TT16_4,,vv60042MADS,
221,VIT_16s0050g01110,690,0.3329,Polygalacturonase GH28,E3_2_1_15,,vv40006Cell_wall,
222,VIT_14s0066g00310,686,0.3303,Unknown protein,,,,
223,VIT_02s0025g02680,681,0.3299,Growth-regulating factor 5,GRF5_1,,vv60033GRF,
224,VIT_05s0077g00880,672,0.3261,Peroxidase,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
225,VIT_00s0283g00050<br>VIT_06s0009g03090<br>VIT_03s0132g00010,661,0.3210,
226,VIT_00s0181g00200<br>VIT_00s0181g00180,658,0.3202,
227,VIT_12s0028g02400,652,0.3167,Leaf senescence protein,,,,
228,VIT_18s0001g00560,656,0.3142,Alpha-amylase / 1 4-alpha-D-glucan glucanohydrolase,E3_2_1_1,,vv10500Starch_and_sucrose_metabolism,
229,VIT_08s0007g08840,645,0.3140,Glycosyl transferaseHGA1,,,,
230,VIT_00s0361g00090,641,0.3110,Phototropic-responsive NPH3 protein,,,,
231,VIT_12s0057g01440,640,0.3089,Heavy-metal-associated domain-containing protein,,,,
232,VIT_04s0023g01170,635,0.3087,Unknown protein,,,,
233,VIT_11s0052g00490,636,0.3080,No hit,,,,
234,VIT_05s0049g01100,637,0.3077,Glutathione S-transferase 25 GSTU7,E2_5_1_18_GSTU7,,vv10480Glutathione_metabolism,
235,VIT_18s0001g07380,627,0.3032,DNA-binding protein,,,,
236,VIT_02s0025g04910,622,0.3016,Growth-regulating factor 5,GRF5_3,,vv60033GRF,
237,VIT_11s0037g00320,613,0.2976,Serine carboxypeptidase S10,,,,
238,VIT_00s0333g00050,603,0.2920,DIR1 (defective IN induced resistance 1),,,,
239,VIT_08s0007g00200,604,0.2918,Ankyrin repeat,K10380,,vv50108Accessory_factors_involved_in_transport,
240,VIT_13s0019g00690,598,0.2894,Carnitine racemase,,,,
241,VIT_13s0019g02880,594,0.2882,UDP-glucoronosyl/UDP-glucosyl transferase,,,,
242,VIT_01s0146g00250,596,0.2882,PBS1 (avrPphB susceptible 1),K13430,,vv34626Plant-pathogen_interaction,
243,VIT_10s0003g00560,591,0.2866,Wuschel homeobox 9,WOX9,VvHB37,vv60034HB,
244,VIT_00s0163g00060,591,0.2851,Zinc finger (C3HC4-type ring finger),ZFC3HC4_229,,vv60078Other_zf-C3HC4,
245,VIT_13s0019g02710,578,0.2802,Rho guanyl-nucleotide exchange factor ROPGEF5,ROPGEF5,,,
246,VIT_14s0083g01130,580,0.2792,MAP3K-like protein kinase  putative  expressed,,,,
247,VIT_08s0007g05110,565,0.2722,No hit,,,,
248,VIT_18s0001g11120,562,0.2705,Ternary complex factor MIP1,,,,
249,VIT_04s0023g01600,557,0.2680,Membrane protein,,,,
250,VIT_08s0105g00400,550,0.2661,GT-1-like transcription factor,GT1L,,vv60062Trihelix,
251,VIT_01s0010g03810,548,0.2644,No hit,,,,
252,VIT_19s0090g00310,542,0.2626,AT hook motif-containing protein,,,,
253,VIT_01s0011g03880,540,0.2615,Sterol-C5(6)-desaturase,E1_14_21_6,,vv10100Biosynthesis_of_steroids,
254,VIT_04s0044g01030,537,0.2593,Pectinesterase family,E3_1_1_11,,vv40006Cell_wall,
255,VIT_14s0060g00330,527,0.2567,Aspartyl protease,E3_4_23_40,,,
256,VIT_04s0008g03950,522,0.2534,RD22,,,,
257,VIT_07s0104g00970,514,0.2485,Histone H2AXb HTA3,H2AXb,,,
258,VIT_05s0020g02050,515,0.2475,DnaJ homolog  subfamily B  member 12,K09518,,vv50132Primary_active_transporter_cat_A5_to_A8,
259,VIT_07s0005g01670,505,0.2461,No hit,,,,
260,VIT_19s0015g02070,508,0.2459,(-)-germacrene D synthase,E4_2_3_22,,vv10900Terpenoid_biosynthesis,
261,VIT_03s0110g00100,507,0.2459,CYP86A8,,,,
262,VIT_18s0041g02250,505,0.2441,No hit,,,,
263,VIT_06s0061g00240,497,0.2409,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
264,VIT_04s0008g01290,499,0.2404,CGA1 (cytokinin-responsive GATA factor 1),CGA1,,vv30007Cytokinin_signaling,vv60016C2C2-GATA
265,VIT_04s0008g05380,500,0.2403,Serine hydrolase [Vitis vinifera],E4_3_1_18,,vv10260Glycine_serine_and_threonine_metabolism,
266,VIT_02s0033g01060,497,0.2387,Anthraniloyal-CoA: methanol anthraniloyal transferase,AMAT,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
267,VIT_13s0067g03050,492,0.2380,Leucine-rich repeat transmembrane protein kinase,,,,
268,VIT_18s0001g10050,487,0.2369,LRX1 (leucine-rich repeat/extensin 1),EXTENSIN,,vv40006Cell_wall,
269,VIT_19s0014g02450,488,0.2353,ALF5 (Aberrant lateral root formation 5),ALF5,,vv50125Porters_cat_66_to_94,
270,VIT_17s0000g05020,486,0.2346,Squamosa promoter-binding protein 6 (SPL6),SPL6_2,,vv60055SBP,
271,VIT_18s0001g10830,483,0.2339,Patatin,,,,
272,VIT_05s0094g00820,478,0.2305,Unknown protein,,,,
