Vv_m2,2000,1000,VIT_13s0019g04260
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
72,VIT_06s0004g06340,1587,0.7637,flavodoxin-like quinone reductase 1,FQR1,,vv30003Auxin_signaling,
73,VIT_02s0087g00630,1577,0.7629,Alcohol oxidase,E1_1_3_13,,vv10680Methane_metabolism,
74,VIT_00s2397g00010<br>VIT_16s0050g02690<br>VIT_00s0258g00120<br>VIT_00s1944g00010<br>VIT_00s2304g00010,1576,0.7614,
75,VIT_02s0025g03320,1567,0.7599,CYP86A2,,,,
76,VIT_14s0081g00140,1576,0.7592,Pentatricopeptide (PPR) repeat-containing,,,,
77,VIT_18s0001g01200,1563,0.7540,No hit,,,,
78,VIT_03s0110g00100,1555,0.7530,CYP86A8,,,,
79,VIT_09s0002g05730,1568,0.7520,Esterase,,,,
80,VIT_00s0399g00020,1551,0.7500,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
81,VIT_17s0000g09270,1554,0.7496,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
82,VIT_14s0083g00720,1555,0.7490,Pentatricopeptide (PPR) repeat-containing,,,,
83,VIT_02s0025g02600,1536,0.7431,Glyoxal oxidase,,,,
84,VIT_04s0044g01770,1548,0.7428,Serine/threonine protein phosphatase (PP7),E3_1_3_16,,,
85,VIT_13s0064g00960,1524,0.7402,Myb domain protein 46,MYB46,MYB186,vv60044MYB,
86,VIT_15s0021g02110,1522,0.7388,AP2 domain-containing transcription factor TINY,TINY_8,VvERF029,vv30008Ethylene_signaling,vv60003AP2_EREBP
87,VIT_02s0025g02620,1527,0.7373,BDG1 (BODYGUARD1) hydrolase,,,,
88,VIT_15s0046g02860,1517,0.7357,Riboflavin biosynthesis protein ribD,E3_5_4_26,,vv10740Riboflavin_metabolism,
89,VIT_00s0317g00160,1512,0.7318,Chalcone and stilbene synthases,E2_3_1_74,,vv10941Flavonoid_biosynthesis,
90,VIT_14s0066g00300,1504,0.7305,Unknown,,,,
91,VIT_10s0071g00280,1501,0.7283,No hit,,,,
92,VIT_02s0012g01180,1500,0.7250,Unknown protein,,,,
93,VIT_18s0001g07640,1490,0.7188,Eceriferum 2 (CER2),,,,
94,VIT_03s0017g00640,1469,0.7135,Oxoglutarate/malate translocator DIT2.1,DIT2_1,,vv50124Porters_cat_30_to_64,
95,VIT_15s0046g02070,1455,0.7067,Zinc finger (C3HC4-type ring finger),ZFC3HC4_27,,vv60078Other_zf-C3HC4,
96,VIT_03s0088g01150,1456,0.7013,Squalene monooxygenase,E1_14_99_7,,vv10100Biosynthesis_of_steroids,vv10900Terpenoid_biosynthesis
97,VIT_15s0046g00500,1442,0.7010,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
98,VIT_08s0056g00560,1451,0.7006,Alphavirus core protein,,,,
99,VIT_14s0068g01710,1435,0.6926,Metal-nicotianamine transporter YSL6,YSL6,,vv50125Porters_cat_66_to_94,
100,VIT_05s0049g01900,1438,0.6923,Pentatricopeptide (PPR) repeat-containing,,,,
101,VIT_04s0008g04440,1419,0.6885,No hit,,,,
102,VIT_08s0007g01290,1430,0.6882,BEL1-like homeodomain protein 9 LSN (LARSON),LARSON_2,VvHB30,vv60034HB,
103,VIT_14s0006g02530,1411,0.6800,Non-specific lipid-transfer protein 2 (LTP 2),,,,
104,VIT_09s0002g03140,1405,0.6774,Lipase GDSL,,,,
105,VIT_01s0137g00180,1400,0.6770,B-keto acyl reductase,,,,
106,VIT_10s0003g05690,1396,0.6767,Ribulose bisphosphate carboxylase  large chain,E4_1_1_39,,vv10710Carbon_fixation,
107,VIT_14s0030g00730,1390,0.6741,Vesicle-associated membrane protein 27 VAP27-2,VAP27_2,,vv50109Incompletely_characterized_transport_systems,
108,VIT_06s0009g01420,1393,0.6733,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
109,VIT_00s0499g00030,1399,0.6729,Stearoyl-CoA 9-desaturase,E1_14_19_1,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
110,VIT_08s0007g00730,1379,0.6688,U3 small nucleolar RNA-associated protein 21,K14554,,vv23008Ribosome_biogenesis_in_Eukaryotes,
111,VIT_02s0012g01660,1377,0.6678,ATPase PGP2 (P-glycoprotein 2),PGP2,,vv52010ABC_transporters,
112,VIT_06s0004g05070,1374,0.6654,Zinc transporter (ZIP2),ZIP2,,vv50121Porters_cat_1_to_6,
113,VIT_18s0001g01750,1375,0.6627,No hit,,,,
114,VIT_16s0013g00670,1366,0.6621,TIR-NBS-LRR-TIR disease resistance protein,,,,
115,VIT_05s0124g00100,1361,0.6578,Unknown,,,,
116,VIT_06s0009g02780,1357,0.6540,Histone mRNA exonuclease 1,K01175,,,
117,VIT_02s0025g01190,1347,0.6501,Extra-large G-protein (XLG1),,,,
118,VIT_11s0016g00330,1337,0.6468,Pectinesterase family,E3_1_1_11,,vv40006Cell_wall,
119,VIT_02s0025g00670,1331,0.6446,CAAX amino terminal protease,,,,
120,VIT_06s0009g01750,1327,0.6445,ATP-dependent RNA helicase DOB1,K12598,,vv23018RNA_degradation,
121,VIT_05s0102g00370,1325,0.6435,Receptor protein kinase (ACR4),,,,
122,VIT_14s0030g00080,1322,0.6380,No hit,,,,
123,VIT_14s0128g00160,1307,0.6345,Protein kinase CDG1,,,,
124,VIT_11s0016g05050,1314,0.6339,Kelch repeat-containing F-box protein,,,,
125,VIT_09s0002g03050,1315,0.6325,Lipase GDSL,,,,
126,VIT_14s0066g02440,1298,0.6295,Glycosyl transferase family 14 protein,,,,
127,VIT_13s0084g00740,1303,0.6295,No hit,,,,
128,VIT_12s0035g00300,1303,0.6295,Carbohydrate transmembrane transporter SFP1,SFP1,,vv50121Porters_cat_1_to_6,
129,VIT_14s0006g00570,1290,0.6277,Unknown protein,,,,
130,VIT_09s0002g05620,1296,0.6237,Unknown protein,,,,
131,VIT_07s0031g00750,1289,0.6209,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
132,VIT_03s0038g02050,1283,0.6204,Dirigent protein pDIR7,,,,
133,VIT_09s0002g05000,1274,0.6167,R protein disease resistance protein,RPROT,,vv34627R_proteins_from_Plant-pathogen_interaction,
134,VIT_12s0059g01590,1270,0.6129,Lipase GDSL,,,,
135,VIT_13s0067g02610,1265,0.6117,Unknown,,,,
136,VIT_19s0085g00560,1265,0.6114,Pentatricopeptide (PPR) repeat-containing,,,,
137,VIT_18s0041g00710,1261,0.6104,UDP-glucose: anthocyanidin 5 3-O-glucosyltransferase,RHGT1,,vv10942Anthocyanin_biosynthesis,
138,VIT_12s0028g00450,1261,0.6101,Carrier protein  Mitochondrial,K03454,,vv50123Porters_cat_18_to_29,
139,VIT_09s0054g01370,1256,0.6097,Beta-amyrin synthase,E5_4_99_BAS,,vv10900Terpenoid_biosynthesis,
140,VIT_04s0023g02840,1258,0.6063,Leucine-rich repeat disease resistance protein,,,,
141,VIT_14s0066g02640,1242,0.5980,No hit,,,,
142,VIT_13s0067g02390,1236,0.5968,Unknown,,,,
143,VIT_19s0090g00530,1215,0.5915,Geranyl diphosphate synthase small subunit,E2_5_1_1,,vv10100Biosynthesis_of_steroids,vv10900Terpenoid_biosynthesis
144,VIT_15s0021g01150,1221,0.5896,Calcium-dependent protein kinase-related,,,,
145,VIT_04s0008g02050,1212,0.5875,Hydrolase  alpha/beta fold,,,,
146,VIT_13s0320g00040,1221,0.5873,Glycosyl hydrolase family 20 protein,,,,
147,VIT_02s0087g00400,1215,0.5841,Pectinacetylesterase,PAE,,vv40006Cell_wall,
148,VIT_17s0000g08210,1202,0.5798,Zinc finger (C3HC4-type ring finger),ZFC3HC4_103,,vv60078Other_zf-C3HC4,
149,VIT_11s0016g05070,1178,0.5746,Choline/ethanolamine kinase,K14156,,vv10260Glycine_serine_and_threonine_metabolism,vv10564Glycerophospholipid_metabolism
150,VIT_18s0001g08800,1191,0.5734,Lecithine cholesterol acyltransferase-like protein,E2_3_1_43,,vv10564Glycerophospholipid_metabolism,
151,VIT_03s0063g01880,1180,0.5712,Acyl-CoA synthetase long-chain member 2,E6_2_1_3_LACS2,,vv10071Fatty_acid_metabolism,vv44146Peroxisome
152,VIT_03s0038g01830,1188,0.5706,Proline-rich protein 4,,,,
153,VIT_13s0019g01520,1175,0.5690,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
154,VIT_10s0116g01820,1173,0.5686,Unknown protein,,,,
155,VIT_14s0060g01940,1170,0.5666,Epoxide hydrolase,E3_3_2_10,,,
156,VIT_00s0186g00090,1168,0.5643,Zinc finger (C3HC4-type ring finger),ZFC3HC4_5,,vv60078Other_zf-C3HC4,
157,VIT_09s0002g06280,1162,0.5627,Aspartate-glutamate racemase,E5_1_1_13,,vv10252Alanine_and_aspartate_metabolism,
158,VIT_10s0003g04720,1159,0.5626,Splicing factor 45,K12840,,vv23040Spliceosome,
159,VIT_05s0029g00550,1162,0.5611,HEAT repeat-containing protein,,,,
160,VIT_17s0000g07210,1150,0.5566,flavonoid 3'-hydroxylase [Vitis vinifera],E1_14_13_21,,vv10941Flavonoid_biosynthesis,
161,VIT_04s0008g03630,1151,0.5560,Binding,,,,
162,VIT_03s0017g01730,1138,0.5503,ABC protein 6 non-intrinsic,K09015,,vv52010ABC_transporters,
163,VIT_01s0011g05320,1145,0.5484,Thaumatin,,,,
164,VIT_15s0046g01640,1135,0.5457,Abl interactor protein 1 (ABIL1),,,,
165,VIT_05s0029g00510,1118,0.5388,Aquaporin PIP PIP1A,PIP1A,,vv50101Channels_and_pores,
166,VIT_15s0021g02450,1115,0.5363,Elongation factor G,K02355,,,
167,VIT_04s0008g05070,1108,0.5353,Pentatricopeptide (PPR) repeat-containing,,,,
168,VIT_17s0000g02410,1102,0.5347,Cold-induced wall associated kinase,,,,
169,VIT_05s0020g04440,1108,0.5345,Unknown protein,,,,
170,VIT_07s0151g00850,1109,0.5324,Unknown,,,,
171,VIT_03s0091g00680,1086,0.5290,NPY2 (naked pins in yuc mutants 2),,,,
172,VIT_05s0049g00890,1088,0.5271,Serine/threonine-protein phosphatase PP1,K06269,,vv10500Starch_and_sucrose_metabolism,
173,VIT_12s0059g00190,1084,0.5249,Beta-expansin (EXPB3),EXPB3,,vv30003Auxin_signaling,
174,VIT_13s0106g00730,1078,0.5230,YIP1,YIP1,,vv50110Protein_coat,
175,VIT_17s0000g03750,1073,0.5209,Chitin elicitor-binding CEBIP LysM domain-containing,K13473,,vv34626Plant-pathogen_interaction,
176,VIT_06s0009g01410,1068,0.5200,No hit,,,,
177,VIT_07s0005g01670,1050,0.5087,No hit,,,,
178,VIT_15s0046g03240,1047,0.5075,Unknown protein,,,,
179,VIT_08s0007g07090,1050,0.5058,Sphingosine-1-phosphate phosphatase,K04716,,vv10600Sphingolipid_metabolism,
180,VIT_13s0019g01260,1031,0.5019,Enoyl reductase,K10258,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
181,VIT_05s0020g01980,1050,0.5012,Acyl carrier protein  mitochondrial 3,K02078,,vv50134Primary_active_transporter_cat_D1,
182,VIT_05s0051g00980,1035,0.5005,No hit,,,,
183,VIT_01s0137g00410,1039,0.5000,CYP86A2,,,,
184,VIT_06s0080g00760,1027,0.4954,Unknown protein,,,,
185,VIT_03s0038g04500,1019,0.4951,Bifunctional dihydrofolate reductase-thymidylate synthase 1,K13998,,vv10240Pyrimidine_metabolism,vv10670One_carbon_pool_by_folate
186,VIT_13s0019g02810,1014,0.4949,Glucuronosyl transferase,E2_4_1_17,,vv10040Pentose_glucuronate_interconversion,vv10500Starch_and_sucrose_metabolism
187,VIT_12s0059g02720,1023,0.4932,Pinene synthase,E4_2_3_14,,vv10902Monoterpenoid_biosynthesis,
188,VIT_19s0090g00710,1014,0.4884,No hit,,,,
189,VIT_08s0058g01270,1003,0.4824,Zinc finger (C3HC4-type ring finger),ZFC3HC4_94,,vv60078Other_zf-C3HC4,
190,VIT_13s0067g02870,982,0.4737,Chalcone-flavanone isomerase,E5_5_1_6,,vv10941Flavonoid_biosynthesis,
191,VIT_04s0043g00560,980,0.4730,DD1A protein,,,,
192,VIT_19s0014g00250,981,0.4725,Bile acid:sodium symporter,K03453,,vv50123Porters_cat_18_to_29,
193,VIT_06s0004g07850,975,0.4703,Unknown protein,,,,
194,VIT_18s0166g00220,966,0.4669,No hit,,,,
195,VIT_15s0048g02890,955,0.4638,Ubiquitin family,,,,
196,VIT_04s0023g01300,958,0.4632,Aminopeptidase P,E3_4_11_9,,,
197,VIT_19s0014g00380,964,0.4628,Integral membrane protein,,,,
198,VIT_14s0068g02230,960,0.4615,No hit,,,,
199,VIT_01s0010g03860,944,0.4556,Unknown,,,,
200,VIT_03s0038g02380,940,0.4550,RAC G-protein Rac1,RAC1,,vv34020Calcium_signaling_pathway,
201,VIT_08s0040g00900,939,0.4549,Myb family,MYBGE_13,,vv60029G2-like,
202,VIT_00s0271g00070,934,0.4506,Pentatricopeptide (PPR) repeat-containing protein,,,,
203,VIT_15s0021g01140,918,0.4456,Calcium-dependent protein kinase-related,,,,
204,VIT_17s0000g10260,924,0.4453,AarF domain containing kinase,K08869,,,
205,VIT_09s0002g02490,910,0.4405,Dof zinc finger protein 1,ADOF1,,vv60015C2C2-DOF,
206,VIT_15s0024g00910,902,0.4362,NFD4 (nuclear fusion defective 4),,,,
207,VIT_14s0006g02550,894,0.4338,Non-specific lipid-transfer protein 2 (LTP 2),,,,
208,VIT_08s0007g04920,896,0.4335,Zinc finger (C3HC4-type ring finger),ZFC3HC4_118,,vv60078Other_zf-C3HC4,
209,VIT_10s0116g00350,894,0.4333,Unknown protein,,,,
210,VIT_18s0075g00080,898,0.4309,Anaphase-promoting complex component APC1,K03348,,vv24120Ubiquitin_mediated_proteolysis,vv44110Cell_cycle
211,VIT_12s0028g03760,896,0.4297,UPF0497 family,,,,
212,VIT_05s0062g00920,886,0.4284,No hit,,,,
213,VIT_08s0007g00080,883,0.4266,CUE domain containing protein,,,,
214,VIT_04s0069g01120,888,0.4263,Acyl-activating enzyme 7,E6_2_1_3,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
215,VIT_10s0003g05490,879,0.4230,Toprim domain-containing protein,,,,
216,VIT_00s0593g00010,873,0.4221,Pentatricopeptide (PPR) repeat-containing protein,,,,
217,VIT_13s0106g00780,868,0.4203,Hydrolase  alpha/beta fold,,,,
218,VIT_12s0059g01830,857,0.4124,Unknown,,,,
219,VIT_16s0022g02080,850,0.4112,Exostosin family protein,K02366,,vv11030Glycan_structures-biosynthesis1,
220,VIT_05s0062g00520,852,0.4110,UDP-glucose:flavonoid 7-O-glucosyltransferase,E2_4_1_237,,vv10941Flavonoid_biosynthesis,
221,VIT_17s0000g06280,847,0.4098,Geranylgeranyl reductase,CHLP,,vv10100Biosynthesis_of_steroids,
222,VIT_08s0007g06390,844,0.4081,Enoyl-[acyl-carrier-protein] reductase [NADH]  chloroplast precursor,E1_3_1_9,,vv10061Fatty_acid_biosynthesis,
223,VIT_13s0084g00800,843,0.4067,Transcription factor,TRIHELIXDOM_7,,vv60062Trihelix,
224,VIT_13s0084g00180,836,0.4050,DNA-directed RNA polymerase III subunit C2,K03021,,vv23020RNA_polymerase,
225,VIT_16s0039g02040,844,0.4048,4-coumarate-CoA ligase 3,E6_2_1_12,,vv10940Phenylpropanoid_biosynthesis,vv50104Group_translocators
226,VIT_18s0075g00700,829,0.4032,Laccase,E1_10_3_2,,vv11000Single_reactions,vv50109Incompletely_characterized_transport_systems
227,VIT_12s0055g00450,834,0.4027,Unknown protein,,,,
228,VIT_09s0018g01650,820,0.4022,Wrinkled1 (AP2/ERBP),WRINKLED1_1,VvAP2-06,vv30008Ethylene_signaling,vv60003AP2_EREBP
229,VIT_13s0019g03150,841,0.4018,Membrane protein,,,,
230,VIT_00s0341g00010,832,0.4014,Dual specificity protein phosphatase,,,,
231,VIT_01s0011g01250,828,0.3985,No hit,,,,
232,VIT_06s0004g01550,822,0.3973,Phosphoribosylanthranilate transferase,E2_4_2_18,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
233,VIT_07s0031g01280,810,0.3959,Zinc finger (C3HC4-type ring finger),ZFC3HC4_46,,vv60078Other_zf-C3HC4,
234,VIT_05s0102g00460,824,0.3954,RPD1 (root primordium defective 1),,,,
235,VIT_19s0027g01810,813,0.3933,Invertase/pectin methylesterase inhibitor,PMEI,,vv40006Cell_wall,
236,VIT_06s0004g06690,811,0.3927,Ribosomal protein S18 30S,K02963,,vv23010Ribosome,
237,VIT_01s0011g01100,813,0.3911,Pentatricopeptide (PPR) repeat-containing protein,,,,
238,VIT_00s0173g00150,813,0.3909,No hit,,,,
239,VIT_14s0083g00320,796,0.3862,Cinnamoyl-CoA reductase,E1_2_1_44,,vv10940Phenylpropanoid_biosynthesis,
240,VIT_10s0042g00820,787,0.3806,Transparent testa16,TT16_2,,vv60042MADS,
241,VIT_05s0051g00370,785,0.3785,No hit,,,,
242,VIT_06s0009g00230,779,0.3760,Unknown protein,,,,
243,VIT_13s0084g00140,766,0.3715,Zinc finger (C3HC4-type ring finger),ZFC3HC4_50,,vv60078Other_zf-C3HC4,
244,VIT_14s0006g02960,766,0.3683,KH domain containing protein,,,,
245,VIT_12s0055g00810,755,0.3663,Cationic peroxidase,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
246,VIT_18s0001g14310,755,0.3646,Flavonone- 3-hydroxylase,E1_14_11_9,,vv10941Flavonoid_biosynthesis,
247,VIT_19s0090g00730,756,0.3628,No hit,,,,
248,VIT_10s0116g01840,755,0.3619,No hit,,,,
249,VIT_09s0002g06580,744,0.3598,Glycosyl hydrolase family 28 protein,,,,
250,VIT_00s0225g00070,744,0.3587,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
251,VIT_18s0001g04180,746,0.3587,Auxin response factor ARF17,ARF17,,vv30003Auxin_signaling,vv60004ARF
252,VIT_03s0088g00340<br>VIT_03s0091g00010,732,0.3560,
253,VIT_01s0011g01300,735,0.3554,Polygalacturonase QRT3,E3_2_1_15,,vv40006Cell_wall,
254,VIT_10s0003g00600,730,0.3551,Lipase GDSL,,,,
255,VIT_09s0002g00790,727,0.3533,Beta-ketoacyl-ACP synthase II,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
256,VIT_16s0039g01670,728,0.3512,Cinnamoyl-CoA reductase,E1_2_1_44,,vv10940Phenylpropanoid_biosynthesis,
257,VIT_01s0026g00570,725,0.3504,Bet v I allergen,,,,
258,VIT_07s0255g00060,724,0.3501,Prolyl oligopeptidase family,,,,
259,VIT_04s0008g04560,725,0.3491,Pentatricopeptide (PPR) repeat-containing,,,,
260,VIT_18s0001g07920,717,0.3472,Pentatricopeptide (PPR) repeat-containing,,,,
261,VIT_13s0067g02910,717,0.3469,Non-specific lipid-transfer protein,,,,
262,VIT_16s0050g00230,720,0.3462,Zinc knuckle,ZFC2HC,,,
263,VIT_09s0002g02540,704,0.3393,RWD domain containing 1,,,,
264,VIT_01s0010g02350,700,0.3375,Protein phosphatase 2 (formerly 2A)  regulatory subunit B',K11584,,vv23015mRNA_surveillance_pathway,
265,VIT_15s0046g02380,693,0.3351,CYP86A8,,,,
266,VIT_13s0067g03470,692,0.3332,Glutathione S-transferase GSTO1,E2_5_1_18_GSTO1,,vv10480Glutathione_metabolism,
267,VIT_02s0012g00180,688,0.3325,Serine protease,,,,
268,VIT_05s0049g00480,684,0.3308,Zinc finger (C3HC4-type ring finger),ZFC3HC4_65,,vv60078Other_zf-C3HC4,
269,VIT_08s0007g01990,672,0.3251,Potassium channel tetramerisation domain-containing protein,KCTREL,,vv50101Channels_and_pores,
270,VIT_11s0016g04540,675,0.3244,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
271,VIT_05s0077g01330,673,0.3232,Unknown,,,,
272,VIT_04s0008g03950,668,0.3219,RD22,,,,
