Vv_m2,2000,1000,VIT_17s0000g06410
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
27,VIT_10s0116g01020,1979,0.9528,Auxin-responsive protein,AUXREG,,vv30003Auxin_signaling,
28,VIT_08s0007g02080,1968,0.9512,No hit,,,,
29,VIT_10s0003g04210<br>VIT_10s0003g04230,1960,0.9492,
30,VIT_07s0031g01720,1971,0.9485,Ras-related protein Rab-7A,K07897,,vv44145Phagosome,
31,VIT_07s0005g03280,1952,0.9435,Transcription factor TSRF1,ERF1_3,VvERF103,vv30008Ethylene_signaling,vv30011Jasmonate_signaling
32,VIT_00s0215g00010,1940,0.9431,Lateral organ boundaries Domain 6,LBD6_2,,vv60007AS2,
33,VIT_08s0056g00370,1950,0.9411,No hit,,,,
34,VIT_12s0059g00840,1935,0.9375,Disease resistance response protein,,,,
35,VIT_19s0015g01170,1935,0.9343,MYB divaricata,DIVARICATA_5,,vv30009Flower_development,vv60044MYB
36,VIT_00s0179g00380,1922,0.9317,Beta-ketoacyl-CoA synthase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
37,VIT_19s0014g00230,1907,0.9199,PHD finger transcription factor,PHDFG_26,,vv60048PHD,
38,VIT_09s0054g00850,1904,0.9198,Lipase GDSL,,,,
39,VIT_12s0059g01410,1895,0.9146,No hit,,,,
40,VIT_19s0014g02030,1886,0.9129,flavonol 3-O-glucosyltransferase,E2_4_1_91,,vv10941Flavonoid_biosynthesis,
41,VIT_14s0006g01470,1883,0.9123,Basic helix-loop-helix (bHLH) family,BHLHDOM_44,,vv60011BHLH,
42,VIT_14s0083g00820,1870,0.9122,Lipase GDSL 7,,,,
43,VIT_07s0005g00080,1883,0.9105,Desiccation protein PCC13-62,,,,
44,VIT_13s0067g01370,1866,0.9063,Zinc transporter ZIP6,ZIP6,,vv50121Porters_cat_1_to_6,
45,VIT_11s0103g00140,1872,0.9061,Potassium-sodium symporter HKT1,HKT1,,vv50124Porters_cat_30_to_64,
46,VIT_07s0129g00670,1872,0.9043,Zinc finger protein 4,ZFP4_4,,vv60017C2H2,
47,VIT_07s0129g00340,1869,0.9029,Shoot gravitropism 7,SGR7_2,,vv60032GRAS,
48,VIT_04s0008g02350,1851,0.9007,No hit,,,,
49,VIT_18s0001g11280,1852,0.8982,Nitrate transporter 1:2,NRT1_2,,vv50122Porters_cat_7_to_17,
50,VIT_16s0050g02500,1842,0.8942,Transcription factor MUTE,MUTE_1,,vv60011BHLH,
51,VIT_00s0346g00060,1843,0.8929,Concanavalin A lectin,,,,
52,VIT_11s0016g04470,1818,0.8886,Ornithine decarboxylase,E4_1_1_17,,vv10220Urea_cycle_and_metabolism_of_amino_groups,
53,VIT_16s0100g00610,1835,0.8882,CYP87A3,,,,
54,VIT_11s0149g00340,1838,0.8862,Chitinase  class V,E3_2_1_14,,vv10530Aminosugars_metabolism,
55,VIT_03s0038g01850,1826,0.8830,Proline-rich protein 4,,,,
56,VIT_08s0040g01010,1818,0.8830,Isopentenyltransferase,E2_5_1_27,,vv10908Zeatin_biosynthesis,
57,VIT_17s0000g10300,1818,0.8795,DELLA protein GAI1,GAI1_2,,vv30009Flower_development,vv30010Gibberellin_signaling
58,VIT_10s0116g01900,1807,0.8734,Unknown,,,,
59,VIT_01s0011g03770,1810,0.8710,Unknown,,,,
60,VIT_16s0050g01800,1803,0.8693,Major Facilitator Superfamily MFS,MFS,,vv50121Porters_cat_1_to_6,
61,VIT_01s0011g00190,1791,0.8665,Brassinosteroid-6-oxidase [Vitis vinifera],K09590,,vv10905Brassinosteroid_biosynthesis,
62,VIT_03s0088g00680,1796,0.8643,Pathogenesis-related protein 1 precursor (PRP 1),PRP1,,vv30011Jasmonate_signaling,vv34626Plant-pathogen_interaction
63,VIT_19s0085g00940,1794,0.8625,Myb domain protein 67,MYB67_1,MYB67B,vv60044MYB,
64,VIT_09s0002g00710,1777,0.8576,ACP2 (Acyl carrier protein 2),K02078,,vv50134Primary_active_transporter_cat_D1,
65,VIT_13s0047g00240,1767,0.8574,Pectinesterase family,E3_1_1_11,,vv40006Cell_wall,
66,VIT_13s0019g04040,1785,0.8561,Serine carboxypeptidase 28 (SCPL28),,,,
67,VIT_15s0048g02460,1771,0.8551,Quercetin 3-O-methyltransferase 1,E2_1_1_76,,vv10941Flavonoid_biosynthesis,
68,VIT_10s0003g05780,1762,0.8483,Lipid transfer protein 12,LTP12,,,
69,VIT_09s0002g01790,1746,0.8468,No hit,,,,
70,VIT_08s0007g00870,1760,0.8449,fringe-related protein,K05948,,,
71,VIT_05s0094g00650,1738,0.8400,Stearoyl-acyl-carrier protein desaturase,E1_14_19_2,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
72,VIT_11s0016g04890,1738,0.8380,S-receptor kinase 1,,,,
73,VIT_17s0053g00780,1706,0.8334,Homeodomain GLABROUS11,HDG11_1,VvHB60,vv60034HB,
74,VIT_01s0026g02680,1721,0.8298,Oxygen evolving enhancer 3 (PsbQ),K08901,,vv10195Photosynthesis,vv50113Thylakoid_targeting_pathway
75,VIT_09s0018g01230,1719,0.8292,Zinc finger (C3HC4-type ring finger),ZFC3HC4_108,,vv60078Other_zf-C3HC4,
76,VIT_18s0001g05900,1691,0.8217,No hit,,,,
77,VIT_02s0025g05020,1699,0.8168,No hit,,,,
78,VIT_19s0027g00360,1689,0.8159,CYP716A2,,,,
79,VIT_04s0079g00310,1682,0.8118,No hit,,,,
80,VIT_11s0052g01610,1676,0.8058,flavonol 4'-sulfotransferase,E2_8_2_27,,vv10941Flavonoid_biosynthesis,
81,VIT_09s0018g00790,1670,0.8044,No hit,,,,
82,VIT_03s0063g01990,1661,0.8036,Ternary complex factor MIP1,,,,
83,VIT_00s0252g00090,1638,0.7928,Ribosomal protein S4,K02986,,vv23010Ribosome,
84,VIT_18s0001g09210,1628,0.7907,Basic helix-loop-helix (bHLH) family,BHLHDOM_36,,vv60011BHLH,
85,VIT_02s0025g02670,1622,0.7828,Unknown protein,,,,
86,VIT_15s0046g01110,1617,0.7819,Histone H3.2,,,,
87,VIT_12s0028g01280,1611,0.7805,D-mannose binding lectin,,,,
88,VIT_00s0340g00090,1614,0.7771,Lateral organ boundaries Domain 6,LBD6_1,,vv60007AS2,
89,VIT_18s0001g02020,1557,0.7551,Amino acid permease 3,AAP3,,vv50123Porters_cat_18_to_29,
90,VIT_07s0104g01270,1560,0.7525,Kinase interacting family protein,,,,
91,VIT_14s0060g00500,1540,0.7411,Unknown protein,,,,
92,VIT_15s0046g01580,1532,0.7397,Acidic chitinase III,E3_2_1_14,,vv10530Aminosugars_metabolism,
93,VIT_10s0003g00400,1530,0.7388,No hit,,,,
94,VIT_02s0025g01960,1518,0.7373,No hit,,,,
95,VIT_14s0066g01990,1520,0.7371,Matrix metalloproteinase,,,,
96,VIT_04s0069g00370,1524,0.7369,No hit,,,,
97,VIT_18s0001g03810,1528,0.7353,Protein kinase,,,,
98,VIT_12s0059g02410,1521,0.7344,Peroxidase,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
99,VIT_06s0061g00260,1518,0.7340,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
100,VIT_07s0255g00040,1516,0.7324,Cell division cycle associated 7 CDCA7,CDCA7,,vv44110Cell_cycle,
101,VIT_13s0156g00190,1507,0.7316,No hit,,,,
102,VIT_14s0068g00190,1510,0.7302,No hit,,,,
103,VIT_16s0100g00200,1512,0.7297,Unknown protein,,,,
104,VIT_00s2380g00010,1504,0.7283,S-locus lectin protein kinase,,,,
105,VIT_03s0063g00670,1493,0.7230,Cyclin-dependent kinase inhibitor ICK5,ICK5,,vv44110Cell_cycle,
106,VIT_10s0116g01870,1491,0.7199,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
107,VIT_04s0008g02690,1490,0.7184,ELM2 domain-containing protein,PHDEDM2_6,,vv60048PHD,
108,VIT_05s0077g01930,1483,0.7164,Sucrose synthase,E2_4_1_13,,vv10500Starch_and_sucrose_metabolism,
109,VIT_05s0124g00300,1472,0.7146,Male sterility 2,,,,
110,VIT_14s0006g02270,1476,0.7134,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
111,VIT_03s0063g00620,1455,0.7094,Transcriptional factor B3,TFB3_3,,vv60001ABI3VP1,
112,VIT_03s0038g01860,1453,0.7060,Proline-rich protein 4,,,,
113,VIT_16s0050g00500,1467,0.7060,Disease resistance family protein,,,,
114,VIT_15s0046g03080,1456,0.7030,DTA2 (downstream target of AGL15 2),,,,
115,VIT_19s0015g01530<br>VIT_19s0015g01480,1407,0.6794,
116,VIT_16s0022g01540<br>VIT_16s0022g01500,1399,0.6752,
117,VIT_10s0003g00850,1379,0.6662,Zinc finger (C3HC4-type ring finger),ZFC3HC4_237,,vv60078Other_zf-C3HC4,
118,VIT_10s0042g01100,1361,0.6584,Zinc transporter 10 PRECURSOR,ZIP10,,vv50121Porters_cat_1_to_6,
119,VIT_16s0013g01820<br>VIT_00s0260g00030<br>VIT_17s0119g00380<br>VIT_12s0035g00600<br>VIT_19s0027g00270,1350,0.6512,
120,VIT_16s0039g02710,1335,0.6449,Lil3 protein,LIL3_1,,,
121,VIT_18s0041g01810,1342,0.6440,Taxadiene 5-alpha-hydroxylase,E1_14_99_37,,vv10904Diterpenoid_biosynthesis,
122,VIT_19s0014g01100,1332,0.6432,Fertility restorer homologue A,,,,
123,VIT_05s0020g02550,1315,0.6418,Dienelactone hydrolase,E3_1_1_45,,vv11000Single_reactions,
124,VIT_08s0056g01530,1319,0.6403,Anthranilate phosphoribosyltransferase,E2_4_2_18,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
125,VIT_00s0411g00040,1315,0.6383,Unknown,,,,
126,VIT_09s0018g01800,1327,0.6352,Acid phosphatase,E3_1_3_2,,vv10740Riboflavin_metabolism,
127,VIT_13s0067g01540,1312,0.6335,Pollen Ole e 1 allergen and extensin,,,,
128,VIT_12s0028g02990,1312,0.6329,fasciclin arabinogalactan-protein (FLA13),FLA13,,vv40006Cell_wall,
129,VIT_00s0838g00010,1290,0.6274,Transcriptional corepressor LEUNIG,LEUNIG_1,,vv30009Flower_development,vv60041LUG
130,VIT_18s0072g01240,1292,0.6269,Desulfoglucosinolate sulfotransferase 16,K11821,,vv10966Glucosinolate_biosynthesis,
131,VIT_01s0011g00970,1295,0.6244,RPM1 (resistance to p. syringae pv maculicola 1),K13457,,vv34626Plant-pathogen_interaction,
132,VIT_04s0043g00930,1284,0.6227,Tyrosine/DOPA decarboxylase 2,E4_1_1_25,,vv10350Tyrosine_metabolism,vv10950Alkaloid_biosynthesis_I
133,VIT_18s0001g10710,1283,0.6183,Transcriptional factor B3,TFB3_9,,vv60001ABI3VP1,
134,VIT_04s0044g00770,1265,0.6120,Cellulose synthase CSLE1,E2_4_1_12_CSLE1,,vv40006Cell_wall,
135,VIT_16s0050g00110,1263,0.6101,Unknown protein,,,,
136,VIT_01s0010g01910,1256,0.6041,Nuclear transcription factor Y subunit B-5,NFYB5_6,,vv60021CCAAT,
137,VIT_03s0097g00120,1240,0.5985,Concanavalin A lectin,,,,
138,VIT_16s0039g01510,1233,0.5968,Calcium-dependent protein kinase-related,,,,
139,VIT_14s0006g03270,1226,0.5954,Histone acetyltransferase HAC5,HAC5,,vv60060TAZ,
140,VIT_18s0041g00790,1236,0.5925,UDP-glycosyltransferase 88B1,,,,
141,VIT_13s0084g00380,1233,0.5925,flavonol sulfotransferase,E2_8_2_27,,vv10941Flavonoid_biosynthesis,
142,VIT_18s0041g01590,1223,0.5923,Taxane 10-beta-hydroxylase,E1_14_13_76,,vv10904Diterpenoid_biosynthesis,
143,VIT_05s0020g03260,1219,0.5872,Copper amine oxidase,E1_4_3_6,,vv10220Urea_cycle_and_metabolism_of_amino_groups,vv10340Histidine_metabolism
144,VIT_09s0054g00490,1215,0.5864,No hit,,,,
145,VIT_13s0084g00790,1209,0.5841,Thioredoxin family,,,,
146,VIT_08s0007g01390,1207,0.5811,Rho guanyl-nucleotide exchange factor ROPGEF7,ROPGEF7,,,
147,VIT_05s0094g00540,1206,0.5795,Acyl-[acyl-carrier-protein] desaturase,E1_14_19_2,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
148,VIT_18s0001g07910,1205,0.5785,No hit,,,,
149,VIT_01s0011g05670,1196,0.5781,Nudix hydrolase 18,,,,
150,VIT_06s0004g06460,1197,0.5777,CYP71E,,,,
151,VIT_12s0057g00930,1195,0.5759,Hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyltransferase,E2_3_1_133,,vv10940Phenylpropanoid_biosynthesis,
152,VIT_16s0098g00380,1185,0.5750,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
153,VIT_02s0234g00090,1182,0.5746,ACC synthase,E4_4_1_14,,vv10640Propanoate_metabolism,vv30008Ethylene_signaling
154,VIT_19s0093g00440,1189,0.5716,3-ketoacyl-CoA synthase,,,,
155,VIT_19s0027g01130,1176,0.5673,ASML2 (activator of SPOMIN::LUC2  constans-like),ASML2,,vv60070Orphans_CCT,
156,VIT_18s0001g01390,1165,0.5647,GA 20-oxidase,E1_14_11_12,,vv10904Diterpenoid_biosynthesis,
157,VIT_04s0044g00790,1163,0.5643,Cellulose synthase CSLE1,E2_4_1_12_CSLE1,,vv40006Cell_wall,
158,VIT_10s0003g05310,1167,0.5630,Germin-like protein,,,,
159,VIT_00s0228g00070<br>VIT_00s0228g00010<br>VIT_00s0411g00050,1158,0.5581,
160,VIT_14s0066g01560,1149,0.5556,Cyclic nucleotide-gated ion channel 18,K05391_CNGC18,,vv34626Plant-pathogen_interaction,vv50101Channels_and_pores
161,VIT_04s0069g00820,1143,0.5522,Blight-associated protein p12 precursor,,,,
162,VIT_01s0010g00390,1149,0.5513,Peroxidase prx15 precursor,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
163,VIT_04s0008g04110,1140,0.5502,No hit,,,,
164,VIT_09s0002g08830,1135,0.5486,Enhancer of shoot regeneration 1 ESR1,ESR1_2,,vv30008Ethylene_signaling,vv60003AP2_EREBP
165,VIT_00s0189g00060,1128,0.5452,Gibberellin-regulated protein 4 (GASA4),GASA4,,vv30010Gibberellin_signaling,
166,VIT_18s0001g10650,1122,0.5410,ABC transporter g family pleiotropic drug resistance 12 PDR12,ABCGPDR12,,vv52010ABC_transporters,
167,VIT_03s0017g00390,1116,0.5404,MADS-box protein SVP (short vegetative phase),SVP_7,,vv30009Flower_development,vv60042MADS
168,VIT_14s0219g00030,1119,0.5401,Zinc finger (C3HC4-type ring finger),ZFC3HC4_184,,vv60078Other_zf-C3HC4,
169,VIT_06s0004g07890,1117,0.5394,Unknown protein,,,,
170,VIT_18s0001g13080,1102,0.5355,Unknown protein,,,,
171,VIT_16s0022g01630,1102,0.5324,Unknown protein,,,,
172,VIT_18s0041g02100<br>VIT_19s0085g00570,1094,0.5306,
173,VIT_05s0020g01450,1095,0.5295,Heavy-metal-associated domain-containing protein,,,,
174,VIT_13s0019g04250,1095,0.5287,Unknown protein,,,,
175,VIT_18s0001g10350,1101,0.5276,Subtilase family protein,ARA12,,vv50101Channels_and_pores,
176,VIT_15s0107g00290,1095,0.5272,R protein L6,K13477,,vv34627R_proteins_from_Plant-pathogen_interaction,
177,VIT_00s0762g00040,1090,0.5248,S-locus lectin protein kinase,,,,
178,VIT_13s0084g00250,1079,0.5215,Steroid sulfotransferase,E2_8_2_15,,vv11000Single_reactions,
179,VIT_08s0056g01030,1074,0.5214,Membrane protein ycf1,,,,
180,VIT_18s0041g02400,1077,0.5188,Aldehyde oxidase,E1_2_3_7,,vv11002Auxin_biosynthesis,
181,VIT_06s0004g08400,1069,0.5177,No hit,,,,
182,VIT_14s0060g00490,1060,0.5133,No hit,,,,
183,VIT_16s0098g00820,1058,0.5123,Peroxidase 3,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
184,VIT_07s0151g00110<br>VIT_07s0151g00190<br>VIT_07s0151g00250,1052,0.5119,
185,VIT_11s0037g00310,1060,0.5089,Yip1 interacting factor homolog B,YIF1B,,vv50110Protein_coat,
186,VIT_15s0048g01060,1046,0.5058,UDP-galactose transporter 2 ATUTR2/UTR2,UTR2,,vv50122Porters_cat_7_to_17,
187,VIT_05s0020g00340,1041,0.5029,Unknown protein,,,,
188,VIT_18s0041g00900,1034,0.5002,UDP-glycosyltransferase 88A4,,,,
189,VIT_03s0017g00900<br>VIT_05s0102g01010,1023,0.4956,
190,VIT_13s0067g00700,1017,0.4937,Hydrolase  alpha/beta fold,,,,
191,VIT_18s0001g14160,1016,0.4908,Heat-and acid-stable phosphoprotein,,,,
192,VIT_01s0010g01940,1014,0.4899,Nuclear transcription factor Y subunit B-5,NFYB5_4,,vv60021CCAAT,
193,VIT_01s0113g00500,1006,0.4881,Argonaute,,,,
194,VIT_03s0038g03380,997,0.4842,Unknown,,,,
195,VIT_13s0019g01700,986,0.4754,Scarecrow transcription factor 14 (SCL14),SCL14_1,,vv60032GRAS,
196,VIT_16s0050g00150,982,0.4746,Copper-binding family protein,,,,
197,VIT_03s0038g01580,982,0.4739,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
198,VIT_08s0007g03100,977,0.4720,Transposon protein  Mutator sub-class,,,,
199,VIT_01s0026g01210,972,0.4707,Acyltransferase,E2_3_1_x,,,
200,VIT_18s0001g13760,968,0.4699,CYP71AT2v2,,,,
201,VIT_18s0041g02150,970,0.4688,Lipase GDSL,,,,
202,VIT_13s0064g01580<br>VIT_13s0064g01720,965,0.4657,
203,VIT_07s0031g01670,956,0.4632,CYP96A10,,,,
204,VIT_06s0004g05270,955,0.4631,Zinc finger (C2H2 type) family,C2H2FAM_32,,vv60017C2H2,
205,VIT_04s0043g00900,958,0.4626,Tyrosine decarboxylase,E4_1_1_25,,vv10350Tyrosine_metabolism,vv10950Alkaloid_biosynthesis_I
206,VIT_05s0165g00150,949,0.4620,No hit,,,,
207,VIT_01s0010g03770,947,0.4608,DnaJ homolog  subfamily B  member 12,K09518,,vv50132Primary_active_transporter_cat_A5_to_A8,
208,VIT_16s0022g01070,948,0.4606,Chalcone synthase [Vitis vinifera],E2_3_1_74,,vv10941Flavonoid_biosynthesis,
209,VIT_08s0058g01280,951,0.4605,No hit,,,,
210,VIT_01s0146g00220,938,0.4525,Glutaredoxin-like,,,,
211,VIT_16s0022g01580,936,0.4506,3-ketoacyl-CoA synthase,,,,
212,VIT_18s0166g00170,928,0.4485,Unknown,,,,
213,VIT_19s0027g00850,917,0.4454,No hit,,,,
214,VIT_06s0061g00250,924,0.4451,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
215,VIT_06s0080g01160,924,0.4449,Aspartyl protease,E3_4_23_x,,,
216,VIT_17s0000g04270,918,0.4448,Peptidyl-prolyl cis-trans isomerase B,K03768,,,
217,VIT_14s0083g00050,922,0.4443,DDT domain-containing protein,DDTDOM_3,,vv60025DDT,
218,VIT_18s0122g00250,916,0.4436,Diphenol oxidase,E1_10_3_1,,vv10350Tyrosine_metabolism,vv50109Incompletely_characterized_transport_systems
219,VIT_08s0007g06500,916,0.4423,Unknown protein,,,,
220,VIT_00s0975g00010,903,0.4381,Cellulose synthase CSLE1,E2_4_1_12_CSLE1,,vv40006Cell_wall,
221,VIT_19s0014g03220,906,0.4358,Unknown protein,,,,
222,VIT_08s0007g02720,892,0.4349,Secoisolariciresinol dehydrogenase,SIRD,,vv10940Phenylpropanoid_biosynthesis,
223,VIT_18s0072g00990,896,0.4345,Leucine-rich repeat protein kinase,,,,
224,VIT_07s0031g00870,902,0.4339,Patatin,,,,
225,VIT_19s0138g00100,886,0.4260,No hit,,,,
226,VIT_18s0001g10340,880,0.4259,Subtilisin protease,ARA12,,vv50101Channels_and_pores,
227,VIT_15s0048g01730,876,0.4246,Aurora kinase 3,AURORA3,,vv44110Cell_cycle,
228,VIT_06s0009g00410,880,0.4243,BLH1 (embryo sac development arrest 29),BLH1_2,VvHB25,vv60034HB,
229,VIT_15s0048g02450,871,0.4226,Caffeate 3-O-methyltransferase 1,E2_1_1_68,,vv10940Phenylpropanoid_biosynthesis,
230,VIT_09s0002g02210,875,0.4225,Adhesion of calyx edges (ACE),,,,
231,VIT_07s0005g01160,870,0.4215,Translation initiation factor eIF-4B,K03258,,vv23013RNA_transport,vv34150mTOR_signaling_pathway
232,VIT_00s0641g00030,862,0.4158,No hit,,,,
233,VIT_18s0041g00800,859,0.4138,UDP-glucose: anthocyanidin 5 3-O-glucosyltransferase,RHGT1,,vv10942Anthocyanin_biosynthesis,
234,VIT_01s0010g03550,848,0.4091,Nuclear transcription factor Y subunit B related,NFYBREL_7,,vv60021CCAAT,
235,VIT_08s0007g07330,840,0.4042,No hit,,,,
236,VIT_03s0038g00930,830,0.4027,Auxin responsive SAUR protein,SAUR,,vv30003Auxin_signaling,
237,VIT_02s0154g00440,830,0.4019,Unknown protein,,,,
238,VIT_04s0079g00220,815,0.3952,Steroid sulfotransferase,K01025,,vv10272Cysteine_metabolism,
239,VIT_11s0016g00460,813,0.3920,Kinesin TETRASPORE (NACK1),TETRASPORE,,vv44110Cell_cycle,vv44810Regulation_of_actin_cytoskeleton
240,VIT_12s0057g01450,804,0.3905,Subtilisin protease,,,,
241,VIT_19s0090g01560,809,0.3903,No hit,,,,
242,VIT_08s0056g00600,802,0.3891,No hit,,,,
243,VIT_08s0007g02700,805,0.3887,Secoisolariciresinol dehydrogenase,SIRD,,vv10940Phenylpropanoid_biosynthesis,
244,VIT_18s0001g07580,797,0.3863,Unknown,,,,
245,VIT_05s0029g01000,789,0.3826,HcrVf3 protein,,,,
246,VIT_19s0027g01850,789,0.3823,Unknown protein,,,,
247,VIT_03s0017g02210,789,0.3808,Unknown,,,,
248,VIT_11s0037g00880,781,0.3791,Histone-lysine N-methyltransferase ASHR3,E2_1_1_43ASHR3_2,,vv10300Lysine_biosynthesis,vv60056SET_PCG
249,VIT_10s0042g01120,771,0.3772,Iron regulated transporter,IRT1,,vv50121Porters_cat_1_to_6,
250,VIT_01s0146g00430,775,0.3733,No hit,,,,
251,VIT_18s0001g05860,768,0.3730,Transparent testa 1,TT1,,vv60017C2H2,
252,VIT_07s0005g06240,771,0.3714,R protein MLA10,K13475,,vv34627R_proteins_from_Plant-pathogen_interaction,
253,VIT_00s0131g00320<br>VIT_00s0131g00130<br>VIT_00s0131g00210<br>VIT_13s0019g00600<br>VIT_00s0131g00050,765,0.3685,
254,VIT_07s0005g03150,761,0.3682,flavanone 3-hydroxylase,E1_14_11_9,,vv10941Flavonoid_biosynthesis,
255,VIT_01s0011g04430,750,0.3634,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
256,VIT_05s0049g01450,749,0.3594,No hit,,,,
257,VIT_16s0098g00220,742,0.3591,Membrane located receptor,,,,
258,VIT_10s0003g01970,740,0.3575,No hit,,,,
259,VIT_00s0420g00040,740,0.3573,S-locus lectin protein kinase,,,,
260,VIT_18s0001g09580,736,0.3569,Cyclin A3;1,CYCA3_1,,vv44110Cell_cycle,
261,VIT_02s0025g04450,741,0.3568,No hit,,,,
262,VIT_09s0054g00510,733,0.3557,No hit,,,,
263,VIT_14s0036g00470,733,0.3527,Unknown protein,,,,
264,VIT_05s0102g00910,718,0.3497,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
265,VIT_07s0031g00770,722,0.3486,Unknown protein,,,,
266,VIT_08s0040g02180,715,0.3447,Mlo3,K08472,,,
267,VIT_18s0001g14800,712,0.3431,Lipase 3 (EXL3) family II extracellular,,,,
268,VIT_00s0184g00110,700,0.3415,Auxin-induced protein (AIR12),AIR12,,vv30003Auxin_signaling,
269,VIT_01s0010g00380,705,0.3414,FLS2 (flagellin-sensitive 2),K13420,,vv34626Plant-pathogen_interaction,
270,VIT_11s0016g01980,705,0.3414,Unknown protein,,,,
271,VIT_07s0205g00160,709,0.3399,Basic helix-loop-helix (bHLH) family,BHLHDOM_8,,vv60011BHLH,
272,VIT_09s0002g05980,702,0.3395,CYP734A7 castasterone 26-hydroxylase,CYP734A7,,vv10905Brassinosteroid_biosynthesis,
273,VIT_00s0179g00310,697,0.3390,Ammonium transporter 2,AMT2,,vv50101Channels_and_pores,
274,VIT_05s0124g00320,694,0.3371,Male sterility 2,,,,
275,VIT_09s0018g01630,697,0.3361,TUBBY like protein 8 TLP8,TLP8_2,,vv60063TUB,
276,VIT_05s0062g00470<br>VIT_05s0062g00590,693,0.3354,
277,VIT_09s0018g00490,690,0.3343,No hit,,,,
278,VIT_07s0151g00170<br>VIT_07s0151g00220,690,0.3340,
279,VIT_04s0023g00580,684,0.3308,Auxin-responsive SAUR32,SAUR32,,vv30003Auxin_signaling,
280,VIT_19s0085g00030,680,0.3293,Unknown protein,,,,
281,VIT_08s0007g00380,670,0.3262,Eceriferum 3 (CER3),,,,
