Vv_m2,2000,1000,VIT_04s0008g06000
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
69,VIT_19s0014g01780,1591,0.7708,BZIP transcription factor,BZIPDOM_14,VvbZIP52,vv60012BZIP,
70,VIT_05s0077g01980,1592,0.7672,Unknown protein,,,,
71,VIT_07s0005g02710,1560,0.7558,Unknown protein,,,,
72,VIT_05s0094g01210,1568,0.7549,Amine oxidase,E1_4_3_4,,vv10220Urea_cycle_and_metabolism_of_amino_groups,vv10340Histidine_metabolism
73,VIT_15s0021g02700,1551,0.7507,Beta-expansin (EXPB4),EXPB4,,vv30003Auxin_signaling,
74,VIT_05s0049g00770,1549,0.7501,No hit,,,,
75,VIT_13s0019g03020,1557,0.7500,Glucosyltransferase-2,,,,
76,VIT_15s0021g00220,1547,0.7492,ABC transporter C member 15,ABCC15,,vv52010ABC_transporters,
77,VIT_17s0000g03280,1550,0.7484,Alcohol dehydrogenase 7,E1_1_1_1,,vv10010Glycolysis,vv10071Fatty_acid_metabolism
78,VIT_17s0000g01950,1533,0.7438,Dihydropyrimidine dehydrogenase,E1_3_1_2,,vv10410Beta-alanine_metabolism,vv10770Pantothenate_and_CoA_biosynthesis
79,VIT_12s0059g01830,1528,0.7410,Unknown,,,,
80,VIT_06s0061g00550,1527,0.7373,Xyloglucan endotransglucosylase/hydrolase 32,E2_4_1_207,,vv40006Cell_wall,
81,VIT_00s0233g00180<br>VIT_02s0154g00190,1519,0.7338,
82,VIT_08s0058g00910,1508,0.7328,RAPTOR1B (RAPTOR1),K07204,,vv34150mTOR_signaling_pathway,
83,VIT_14s0066g01060,1506,0.7251,Polygalacturonase GH28,E3_2_1_15,,vv40006Cell_wall,
84,VIT_10s0042g00470,1486,0.7228,Carbonic anhydrase,E4_2_1_1,,vv10910Nitrogen_metabolism,vv50124Porters_cat_30_to_64
85,VIT_13s0019g04900,1479,0.7197,Pectate lyase,E4_2_2_2,,vv40006Cell_wall,
86,VIT_16s0022g00960,1474,0.7159,Invertase/pectin methylesterase inhibitor,PMEI,,vv40006Cell_wall,
87,VIT_11s0052g01090,1462,0.7022,4-coumarate-CoA ligase 2,E6_2_1_12,,vv10940Phenylpropanoid_biosynthesis,vv50104Group_translocators
88,VIT_01s0026g01020,1450,0.6991,Binding,,,,
89,VIT_14s0081g00020,1445,0.6957,Pathogenesis-related protein-4 (Chitinase ),E3_2_1_14,,vv10530Aminosugars_metabolism,
90,VIT_09s0002g01890,1427,0.6931,Hydroxyproline-rich glycoprotein,HRGP,,vv40006Cell_wall,
91,VIT_02s0033g01120,1414,0.6854,Dehydration-responsive protein,,,,
92,VIT_14s0066g01350,1406,0.6802,No hit,,,,
93,VIT_01s0011g04620,1398,0.6796,Unknown protein,,,,
94,VIT_14s0006g00180,1394,0.6741,Aspartyl protease,E3_4_23_x,,,
95,VIT_09s0054g00690,1390,0.6728,Vacuolar processing enzyme alpha,,,,
96,VIT_01s0011g05140,1382,0.6692,Major latex-like protein ripening protein [grip61],,,,
97,VIT_11s0016g05230,1391,0.6681,Allyl alcohol dehydrogenase,,,,
98,VIT_02s0025g05050,1380,0.6673,Zf A20 and AN1 domain-containing stress-associated protein 1,SAP1_1,,vv60077Other_zf-AN1,
99,VIT_11s0206g00050<br>VIT_11s0149g00410,1376,0.6644,
100,VIT_11s0118g00590,1344,0.6550,Unknown protein,,,,
101,VIT_04s0210g00170,1341,0.6510,Squamosa promoter-binding protein 12 (SPL12),SPL12_1,,vv60055SBP,
102,VIT_19s0027g01810,1335,0.6468,Invertase/pectin methylesterase inhibitor,PMEI,,vv40006Cell_wall,
103,VIT_11s0016g03130,1340,0.6449,Ceramide glucosyltransferase,E2_4_1_80,,vv10600Sphingolipid_metabolism,
104,VIT_18s0001g10030,1326,0.6440,WRKY DNA-binding protein 7,WRKY7,VvWRKY54,vv60066WRKY,
105,VIT_06s0004g07560,1327,0.6389,Ribosomal protein S29 28S,K02980,,vv23010Ribosome,
106,VIT_00s0531g00030,1317,0.6350,C2 domain containing protein,,,,
107,VIT_08s0007g00770,1304,0.6333,NDP1 (random potato CDNA clone);,,,,
108,VIT_18s0086g00190,1315,0.6328,Permease nonimprinted in Prader-Willi/Angelman,NIPA,,vv50122Porters_cat_7_to_17,
109,VIT_01s0011g02330,1307,0.6326,Unknown protein,,,,
110,VIT_16s0098g01150,1309,0.6318,Auxin-responsive SAUR29,SAUR29,,vv30003Auxin_signaling,
111,VIT_14s0083g01160,1297,0.6272,COBRA protein,COBRA,,vv40006Cell_wall,
112,VIT_16s0098g01870,1301,0.6267,SOS3 (salt overly sensitive 3),E3_1_3_16,,,
113,VIT_12s0028g03270,1281,0.6194,Ethylene-responsive transcription factor 9,ERF9_1,,vv30008Ethylene_signaling,vv60003AP2_EREBP
114,VIT_06s0080g00760,1269,0.6175,Unknown protein,,,,
115,VIT_03s0017g01490,1271,0.6134,Berberine bridge enzyme,E1_21_3_3,,vv10950Alkaloid_biosynthesis_I,
116,VIT_08s0105g00270,1262,0.6117,NC domain-containing protein,,,,
117,VIT_14s0066g01610,1261,0.6083,Zinc finger (C3HC4-type ring finger),ZFC3HC4_25,,vv60078Other_zf-C3HC4,
118,VIT_18s0001g11610,1252,0.6066,No hit,,,,
119,VIT_18s0001g07240,1249,0.6060,14-3-3 protein GF14 kappa (GRF8),,,,
120,VIT_05s0049g00520,1238,0.5972,No hit,,,,
121,VIT_09s0018g01700,1222,0.5923,Unknown protein,,,,
122,VIT_11s0016g05900,1223,0.5911,Clathrin assembly protein 10,CAP10,,vv50110Protein_coat,
123,VIT_15s0046g00310,1223,0.5883,Transcription factor TINY,ERF023,VvERF015,vv30008Ethylene_signaling,vv60003AP2_EREBP
124,VIT_06s0004g01130,1212,0.5838,Seven in absentia SINA2,K04506,,vv24120Ubiquitin_mediated_proteolysis,
125,VIT_03s0063g00140,1196,0.5826,Caffeoyl-CoA O-methyltransferase,E2_1_1_104,,vv10940Phenylpropanoid_biosynthesis,
126,VIT_17s0000g08290,1199,0.5795,Dof zinc finger protein DOF5.6,DOF5_6,,vv60015C2C2-DOF,
127,VIT_08s0056g01240,1191,0.5765,No hit,,,,
128,VIT_07s0005g01250,1184,0.5717,Unknown protein,,,,
129,VIT_18s0001g12110,1176,0.5695,No hit,,,,
130,VIT_12s0034g01160,1169,0.5639,Blue (type 1) copper domain,,,,
131,VIT_16s0039g01910,1169,0.5612,Vegetative storage protein win4.5,,,,
132,VIT_18s0001g14980,1149,0.5553,3-methyl-2-oxobutanoate dehydrogenase,E1_2_4_4,,vv10280Valine_leucine_and_isoleucine_degradation,
133,VIT_19s0090g00240,1135,0.5462,R protein disease resistance protein,RPROT,,vv34627R_proteins_from_Plant-pathogen_interaction,
134,VIT_07s0104g01320,1120,0.5395,Transport inhibitor response 1,TIR1,,vv30003Auxin_signaling,
135,VIT_04s0023g01550,1111,0.5393,Unknown,,,,
136,VIT_10s0003g01430,1117,0.5391,MEE62 (maternal effect embryo arrest 62),,,,
137,VIT_19s0177g00230,1108,0.5371,Unknown,,,,
138,VIT_03s0038g01180<br>VIT_03s0038g01260,1106,0.5366,
139,VIT_05s0049g00760,1086,0.5305,No hit,,,,
140,VIT_07s0031g01630,1093,0.5296,Unknown protein,,,,
141,VIT_15s0024g00820,1089,0.5231,Stress-induced protein,,,,
142,VIT_11s0052g00410,1077,0.5205,Allyl alcohol dehydrogenase,,,,
143,VIT_01s0244g00010,1077,0.5190,Basic helix-loop-helix (bHLH) family,BHLHDOM_53,,vv60011BHLH,
144,VIT_01s0011g06250,1064,0.5160,Xyloglucan endotransglycosylase,E2_4_1_207,,vv40006Cell_wall,
145,VIT_05s0102g00710,1067,0.5122,fructokinase-1,E2_7_1_4,,vv10051Fructose_and_mannose_metabolism,vv10500Starch_and_sucrose_metabolism
146,VIT_11s0016g05770,1058,0.5094,Alkaline alpha galactosidase 2,E3_2_1_22,,vv10052Galactose_metabolism,vv10561Glycerolipid_metabolism
147,VIT_04s0023g03710,1046,0.5073,Myb domain protein 4,MYB4_1,MYB4B,vv60044MYB,
148,VIT_01s0150g00350,1044,0.5043,Zinc finger (DHHC type),ZFDHHC_5,,vv60079Other_zf-DHHC,
149,VIT_19s0014g03380,1044,0.5026,3'(2') 5'-bisphosphate nucleotidase,E3_1_3_7,,vv10920Sulfur_metabolism,
150,VIT_03s0091g00670,1030,0.4976,Lateral organ boundaries protein 38,LBD38_1,,vv60007AS2,
151,VIT_18s0001g11930,1029,0.4935,Thaumatin SCUTL2,,,,
152,VIT_10s0003g01370,1026,0.4919,Unknown protein,,,,
153,VIT_10s0003g03910,1015,0.4896,TCP family transcription factor 24,TCP24,,vv60061TCP,
154,VIT_04s0044g01110,1007,0.4881,Alcohol dehydrogenase 6,E1_1_1_1,,vv10010Glycolysis,vv10071Fatty_acid_metabolism
155,VIT_12s0057g01440,1004,0.4832,Heavy-metal-associated domain-containing protein,,,,
156,VIT_18s0089g00410,999,0.4819,Sucrose-phosphate synthase 1,E2_4_1_14,,vv10500Starch_and_sucrose_metabolism,
157,VIT_14s0060g02330,985,0.4772,Actin binding formin homology 1,FH2,,vv44810Regulation_of_actin_cytoskeleton,
158,VIT_01s0150g00380,988,0.4768,Unknown protein,,,,
159,VIT_01s0026g02620,983,0.4751,Expansin [Vitis labrusca x Vitis vinifera] EXPA15,EXPA15,,vv30003Auxin_signaling,
160,VIT_14s0128g00470,980,0.4725,Unknown protein,,,,
161,VIT_11s0016g03660,960,0.4640,Glucose transporter 2 plastidic,PGTR2,,vv50121Porters_cat_1_to_6,
162,VIT_17s0000g02880,957,0.4632,S-adenosyl-L-methionine:salicylic acid carboxyl methyltransferase,SAMTBSCMT,,vv10360Phenylalanine_metabolism,
163,VIT_14s0068g00040,957,0.4603,No hit,,,,
164,VIT_02s0033g00440,947,0.4602,Myb VvMYBA1,VVMYBA1_3,MYBA11,vv60044MYB,
165,VIT_10s0092g00010,949,0.4591,Unknown protein,,,,
166,VIT_00s2576g00010,945,0.4565,Phosphoenolpyruvate carboxykinase,E4_1_1_49,,vv10020Citrate_cycle,vv10620Pyruvate_metabolism
167,VIT_06s0004g00230,942,0.4564,WRKY DNA-binding protein 48,WRKY48_2,VvWRKY15,vv60066WRKY,
168,VIT_19s0090g00730,944,0.4560,No hit,,,,
169,VIT_13s0064g01660,943,0.4521,Prunasin hydrolase isoform PHA precursor,E3_2_1_118,,vv10460Cyanoamino_acid_metabolism,
170,VIT_16s0013g00220,930,0.4506,Metacaspase AtMCP1b,,,,
171,VIT_11s0016g01480,922,0.4463,Nuclear transcription factor Y subunit A-3,NFYA3_1,,vv60021CCAAT,
172,VIT_06s0004g07220,919,0.4440,Indole-3-acetate beta-glucosyltransferase,E2_4_1_121,,vv11002Auxin_biosynthesis,
173,VIT_15s0046g00290,914,0.4422,Auxin response factor 18,ARF18,,vv30003Auxin_signaling,vv60004ARF
174,VIT_17s0053g00990,912,0.4412,Alpha-expansin 1 precursor,EXPA1,,vv30003Auxin_signaling,
175,VIT_05s0029g00140,912,0.4402,Ethylene-responsive transcription factor ERF062,ERF062,VvERF005,vv30008Ethylene_signaling,vv60003AP2_EREBP
176,VIT_09s0054g00680,906,0.4379,Auxin-responsive SAUR5,SAUR5,,vv30003Auxin_signaling,
177,VIT_04s0023g03540,906,0.4377,Thaumatin SCUTL1,,,,
178,VIT_08s0007g01930,901,0.4353,Anthranilate N-benzoyltransferase,E2_3_1_144,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
179,VIT_14s0006g01930,882,0.4265,Unknown protein,,,,
180,VIT_05s0020g03420,885,0.4257,PHD finger transcription factor,PHDFG_4,,vv60048PHD,
181,VIT_00s0524g00030,882,0.4240,Armadillo/beta-catenin repeat protein / U-box domain-containing protein,,,,
182,VIT_12s0059g00750,877,0.4239,Prephenate dehydratase,E4_2_1_51,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
183,VIT_12s0057g00520,868,0.4175,Serine/threonine-protein kinase WNK3,,,,
184,VIT_07s0005g00830,864,0.4174,Subtilisin protease,,,,
185,VIT_18s0001g00770,863,0.4171,Phospholipase D p98,PLDB1,,vv10564Glycerophospholipid_metabolism,vv10565Ether_lipid_metabolism
186,VIT_19s0014g03400,863,0.4169,Receptor protein kinase,,,,
187,VIT_18s0001g07380,852,0.4134,DNA-binding protein,,,,
188,VIT_08s0007g03360,851,0.4127,EMB1345 (embryo defective 1345),,,,
189,VIT_05s0049g00840<br>VIT_05s0049g00780<br>VIT_05s0049g00800,850,0.4118,
190,VIT_18s0164g00170<br>VIT_18s0164g00110,852,0.4116,
191,VIT_13s0019g02700,844,0.4099,MEE60 (maternal effect embryo arrest 60),,,,
192,VIT_13s0084g00110,836,0.4045,ABC transporter I member 8,ABCI8,,vv52010ABC_transporters,
193,VIT_05s0020g04850,825,0.3995,H1flk,,,,
194,VIT_06s0004g04110,819,0.3974,Unknown protein,,,,
195,VIT_08s0040g00780,818,0.3973,P-coumaroyl shikimate 3'-hydroxylase isoform 1,K09754,,vv10940Phenylpropanoid_biosynthesis,
196,VIT_04s0044g01260,820,0.3971,SEU3B protein,SEUSS,,vv30009Flower_development,
197,VIT_19s0015g01310,808,0.3926,Amino acid permease 7,AAP7,,vv50123Porters_cat_18_to_29,
198,VIT_14s0068g01020,813,0.3916,Unknown protein,,,,
199,VIT_10s0071g00890,806,0.3915,Unknown protein,,,,
200,VIT_02s0012g00090,814,0.3913,Phosphatidylinositol-4-phosphate 5-kinase,E2_7_1_68,,vv10562Inositol_phosphate_metabolism,vv34070Phosphatidylinositol_signaling_system
201,VIT_11s0016g05530,783,0.3803,Plastocyanin domain-containing protein,K02638,,vv10195Photosynthesis,vv50113Thylakoid_targeting_pathway
202,VIT_11s0065g00150,781,0.3802,Glycogen synthase,E2_4_1_11,,vv10500Starch_and_sucrose_metabolism,
203,VIT_01s0026g00980,778,0.3784,Glycosyl transferase family 8 protein,,,,
204,VIT_09s0002g05150,777,0.3765,IAA19,IAA19_1,,vv30003Auxin_signaling,vv60008AUXIAA
205,VIT_19s0015g01850,776,0.3763,CLC-F (chloride channel F),K05393_CLCF,,vv50124Porters_cat_30_to_64,
206,VIT_07s0130g00040,775,0.3737,Myb domain protein 4,MYB4_10,MYB3,vv60044MYB,
207,VIT_12s0055g00800,766,0.3735,Arachidonic acid-induced DEA1,,,,
208,VIT_01s0010g03800,762,0.3712,Unknown protein,,,,
209,VIT_10s0003g05840,766,0.3704,Unknown protein,,,,
210,VIT_03s0063g01890,762,0.3694,Ring-H2 finger protein ATL3G,,,,
211,VIT_16s0100g00270,756,0.3640,Peptidoglycan-binding LysM domain-containing protein,,,,
212,VIT_17s0000g00410,752,0.3629,No hit,,,,
213,VIT_04s0023g03550,750,0.3628,Thaumatin,,,,
214,VIT_08s0040g00690,745,0.3606,Unknown,,,,
215,VIT_14s0068g00520,743,0.3605,F-box domain containing protein,,,,
216,VIT_08s0040g01190,743,0.3591,3-oxoacyl-reductase  chloroplast precursor,E1_1_1_100,,vv10061Fatty_acid_biosynthesis,vv11040Biosynthesis_of_unsaturated_fatty_acids
217,VIT_14s0066g01340,745,0.3589,DNA-binding protein,,,,
218,VIT_00s1328g00020,735,0.3559,Phytosulfokines PSK4,,,,
219,VIT_04s0008g03680,736,0.3545,Unknown protein,,,,
220,VIT_08s0007g03250,718,0.3475,Unknown protein,,,,
221,VIT_07s0141g00580,712,0.3455,Glycosyl transferase family 8 protein,,,,
222,VIT_02s0012g00660,707,0.3440,Calcium-binding EF-hand,,,,
223,VIT_00s2342g00020<br>VIT_00s0524g00040,713,0.3420,
224,VIT_17s0000g02530,702,0.3411,Peptidyl-prolyl cis-trans isomerase FKBP-type,K01802,,,
225,VIT_17s0000g08140,704,0.3411,MLK/Raf-related protein kinase 1,,,,
226,VIT_10s0003g02960,701,0.3401,Glycosyl hydrolase family 17 protein,,,,
227,VIT_14s0030g00220,703,0.3393,Sugar transporter ERD6-like 5,ERD6L5,,vv50121Porters_cat_1_to_6,
228,VIT_05s0102g01200,700,0.3373,Lectin,,,,
229,VIT_03s0063g00490,692,0.3354,No hit,,,,
230,VIT_14s0006g02880,694,0.3354,Unknown protein,,,,
231,VIT_17s0000g06180,688,0.3335,Hydrolase  alpha/beta fold,,,,
232,VIT_04s0210g00060,688,0.3335,Mucin-like protein,K06568,,,
233,VIT_00s1937g00010,684,0.3330,Amine oxidase,E1_4_3_4,,vv10220Urea_cycle_and_metabolism_of_amino_groups,vv10340Histidine_metabolism
234,VIT_14s0083g01030,690,0.3314,MADS-box APETALA 1,APETALA1_1,,vv30009Flower_development,vv60042MADS
235,VIT_18s0122g00850,671,0.3228,Tonoplast monosaccharide transporter2,TMT2,,vv50121Porters_cat_1_to_6,
236,VIT_02s0012g01040,670,0.3221,NAC domain-containing protein 71,NAC071,VvNAC13,vv60046NAC,
237,VIT_18s0001g06220,660,0.3202,F-box protein (FBW2),,,,
238,VIT_19s0090g00750,661,0.3179,Dihydrolipoamide succinyltransferase,E2_3_1_61,,vv10020Citrate_cycle,
239,VIT_16s0013g00830,654,0.3175,No hit,,,,
240,VIT_17s0000g06300,652,0.3174,No hit,,,,
241,VIT_05s0049g00510,657,0.3168,Ethylene response factor ERF1,ERF1_8,VvERF111,vv30008Ethylene_signaling,vv30011Jasmonate_signaling
242,VIT_11s0016g02920,659,0.3164,Unknown protein,,,,
243,VIT_01s0010g02030,653,0.3161,Gamma-thionin precursor,,,,
244,VIT_06s0061g01110,644,0.3128,Lecithine cholesterol acyltransferase,E2_3_1_43,,vv10564Glycerophospholipid_metabolism,
245,VIT_03s0017g00270,645,0.3094,Carbonic anhydrase  chloroplast precursor,E4_2_1_1,,vv10910Nitrogen_metabolism,vv50124Porters_cat_30_to_64
246,VIT_07s0005g02220,638,0.3093,LHCII type I CAB-1,K08912,,vv10196Photosynthesis_antenna_proteins,vv50105Transport_electron_carriers
247,VIT_02s0025g01450,636,0.3075,Unknown protein,,,,
248,VIT_12s0134g00170,632,0.3063,No hit,,,,
249,VIT_08s0007g03470,632,0.3059,Farnesylated-proteins converting enzyme-2,E3_4_24_x,,,
250,VIT_04s0008g06570,636,0.3058,Chorismate mutase  cytosolic (CM2),E5_4_99_5,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
251,VIT_04s0023g00600,626,0.3054,Isopentenyl diphosphate isomerase 2,E5_3_3_2,,vv10100Biosynthesis_of_steroids,vv10900Terpenoid_biosynthesis
252,VIT_18s0164g00080,634,0.3052,Laccase,E1_10_3_2,,vv11000Single_reactions,vv50109Incompletely_characterized_transport_systems
253,VIT_08s0007g08040,627,0.3019,No hit,,,,
254,VIT_19s0014g04540,624,0.3003,S-locus protein kinase,,,,
255,VIT_13s0067g00710,619,0.3000,Nascent polypeptide associated complex alpha chain,K03626,,,
256,VIT_05s0077g01970,619,0.2989,Zinc finger (C3HC4-type ring finger),ZFC3HC4_64,,vv60078Other_zf-C3HC4,
257,VIT_13s0019g02120,594,0.2870,Zinc finger (C2H2 type) family,C2H2FAM_21,,vv60017C2H2,
258,VIT_14s0066g00960,595,0.2869,Glutaredoxin,,,,
259,VIT_17s0000g08460,590,0.2856,Carbonic anhydrase  chloroplast precursor,E4_2_1_1,,vv10910Nitrogen_metabolism,vv50124Porters_cat_30_to_64
260,VIT_07s0005g00390,587,0.2847,Beta Glucosidase 11,BGLU11,,,
261,VIT_18s0001g11090,584,0.2839,Uroporphyrinogen-III synthase,E4_2_1_75,,vv10860Porphyrin_and_chlorophyll_metabolism,
262,VIT_05s0049g00550,572,0.2769,No hit,,,,
263,VIT_08s0007g08330,570,0.2755,Polygalacturonase PG1,E3_2_1_15,,vv40006Cell_wall,
264,VIT_18s0076g00330,570,0.2748,VirE2-interacting protein (VIP1),VIP1,VvbZIP50,vv60012BZIP,
265,VIT_13s0101g00100,559,0.2720,Unknown protein,,,,
266,VIT_04s0008g02850,564,0.2712,Proteasome 20S beta subunit A (PBA1) (PRCD),K02738a,,vv23050Proteasome,
267,VIT_13s0156g00190,558,0.2706,No hit,,,,
268,VIT_11s0037g00840,557,0.2695,Tetratricopeptide repeat (TPR)-containing,,,,
